"","SEG_LENGTH","ROUTENAME","SEGMDIR","FUNCCLASSI","SURFNAME","SURFWD","PSI","THRULNQTY","THRULNWD","AADT","AADTDERIV","RUNLENGTH_","RUNLENGTH1","id"
"4668",0.04,"E YALE AVE","E","4  Minor Arterial","1    Asphalt",40,4,2,10,6600,1,1.068,1.108,1501
"4669",0.01,"W 48TH AVE","W","5  Major Collector","1    Asphalt",20,4,2,10,8900,2,0.08,0.09,4004
"4670",0.11,"N LINCOLN ST","N","3  Principal Arterial - Other","1    Asphalt",62,4,4,10,23000,2,1.29,1.4,629
"4671",0.1,"E 6TH AVENUE PKWY","E","4  Minor Arterial","1    Asphalt",140,4,4,10,17000,1,1.24,1.34,2951
"4672",0.06,"W 46TH AVE","W","5  Major Collector","1    Asphalt",38,4,2,10,5600,3,2.01,2.07,4231
"4673",0.12,"N JOSEPHINE ST","NW","4  Minor Arterial","1    Asphalt",32,4,2,10,17000,3,0.645,0.765,1357
"4674",0.03,"S MONACO STREET PKWY","S","4  Minor Arterial","1    Asphalt",78,4,4,10,28000,3,0.49,0.52,2026
"4675",0.1,"S EMERSON ST","S","4  Minor Arterial","1    Asphalt",32,4,1,12,1900,2,0.52,0.62,2050
"4676",0.06,"E 14TH AVE","E","4  Minor Arterial","1    Asphalt",32,4,3,10,8400,1,2.99,3.05,2268
"4677",0.09,"LAWRENCE ST","NE","4  Minor Arterial","1    Asphalt",40,4,2,12,1800,0,1.945,2.035,2526
"4678",0.06,"W 48TH AVE","W","5  Major Collector","1    Asphalt",28,4,2,10,8900,2,0.14,0.2,4495
"4679",0.09,"S LOWELL BLVD","S","5  Major Collector","1    Asphalt",20,4,2,10,6800,3,0,0.09,5746
"4680",0.06,"E 24TH AVE","E","5  Major Collector","1    Asphalt",36,4,2,10,830,3,0.18,0.24,5436
"4681",0.06,"W 10TH AVE","W","5  Major Collector","1    Asphalt",40,4,2,10,5900,3,1.525,1.585,3475
"4682",0.05,"S TENNYSON ST","S","5  Major Collector","1    Asphalt",36,4,2,10,4800,3,1.02,1.07,4184
"4683",0.03,"S BROADWAY","S","3  Principal Arterial - Other","1    Asphalt",62,2.5,4,11,31000,1,1.37,1.4,89
"4684",0.04,"E 8TH AVE","E","4  Minor Arterial","1    Asphalt",44,4,2,10,12000,1,0.755,0.795,1194
"4685",0.04,"N KNOX CT","N","5  Major Collector","1    Asphalt",48,1,3,10,13000,3,0.55,0.59,3861
"4686",0.09,"CHAMPA ST","NE","4  Minor Arterial","1    Asphalt",48,4,3,10,6100,3,1.26,1.35,1545
"4687",0.06,"E MISSISSIPPI AVE","E","5  Major Collector","1    Asphalt",30,4,2,13,890,3,0.11,0.17,5965
"4688",0.04,"E EVANS AVE","E","3  Principal Arterial - Other","1    Asphalt",48,4,4,10,30000,1,2.8,2.84,575
"4689",0.25,"N TENNYSON ST","N","5  Major Collector","1    Asphalt",32,4,2,10,4000,3,2.21,2.46,4604
"4690",0.06,"E 23RD AVE","E","5  Major Collector","1    Asphalt",34,2.5,2,10,11000,3,3.81,3.87,5202
"4691",0.05,"E YALE AVE","E","4  Minor Arterial","1    Asphalt",50,4,4,11,14000,1,0.56,0.61,2679
"4692",0.02,"E SPEER BLVD","SE","3  Principal Arterial - Other","1    Asphalt",44,4,4,10,26000,2,0.86,0.88,302
"4693",0.04,"N LINCOLN ST","N","3  Principal Arterial - Other","1    Asphalt",62,4,4,10,23000,2,0.96,1,238
"4694",0.06,"E MISSISSIPPI AVE","E","5  Major Collector","1    Asphalt",32,4,2,10,5400,3,0.49,0.55,4799
"4695",0.03,"E YALE AVE","E","4  Minor Arterial","1    Asphalt",50,4,4,11,14000,1,0.03,0.06,1314
"4696",0.08,"S EMERSON ST","S","4  Minor Arterial","1    Asphalt",32,4,1,12,1900,2,0.32,0.4,1045
"4697",0.08,"W QUINCY AVE","W","4  Minor Arterial","1    Asphalt",30,1,2,10,12000,3,0.05,0.13,2755
"4698",0.02,"E 6TH AVE","E","3  Principal Arterial - Other","1    Asphalt",44,4,3,10,23000,3,1.38,1.4,2146
"4699",0.09,"E 39TH AVE","E","5  Major Collector","1    Asphalt",40,4,2,10,2100,3,0.05,0.14,5883
"4700",0.11,"N KNOX CT","N","5  Major Collector","1    Asphalt",48,1,3,10,13000,3,0.22,0.33,4002
"4701",0.01,"E FLORIDA AVE","E","4  Minor Arterial","1    Asphalt",44,4,2,10,11000,3,1.455,1.465,1618
"4702",0.09,"WELTON ST","NE","5  Major Collector","1    Asphalt",48,4,2,11,5600,3,0.89,0.98,4350
"4703",0.04,"W 32ND AVE","W","4  Minor Arterial","1    Asphalt",38,2.5,2,10,7200,3,0.58,0.62,6327
"4704",0.03,"GREEN VALLEY RANCH BLVD","E","4  Minor Arterial","1    Asphalt",24,2.5,2,12,11000,2,0.4,0.43,6249
"4705",0.09,"E MARTIN LUTHER KING JR BLVD","E","3  Principal Arterial - Other","1    Asphalt",68,4,4,12,20000,3,0.41,0.5,736
"4706",0.08,"GREEN VALLEY RANCH BLVD","E","4  Minor Arterial","1    Asphalt",26,2.5,2,12,19000,4,1.72,1.8,6326
"4707",0.07,"E 16TH AVE","E","5  Major Collector","1    Asphalt",36,4,2,12,3600,3,1.21,1.28,5150
"4708",0.1,"S UNIVERSITY BLVD","S","3  Principal Arterial - Other","1    Asphalt",44,4,4,10,24000,0,2.5,2.6,298
"4709",0.12,"W QUINCY AVE","W","4  Minor Arterial","1    Asphalt",26,1,2,10,13000,3,2.16,2.28,1416
"4710",0.09,"N QUEBEC ST","N","4  Minor Arterial","1    Asphalt",48,4,4,10,17000,4,2.46,2.55,3293
"4711",0.01,"W JEWELL AVE","W","4  Minor Arterial","1    Asphalt",48,4,2,12,12000,0,2.48,2.49,2080
"4712",0.17,"S LOWELL BLVD","S","5  Major Collector","1    Asphalt",40,4,2,10,2800,3,0.74,0.91,4645
"4713",0.06,"E FLORIDA AVE","E","4  Minor Arterial","1    Asphalt",44,4,2,10,11000,3,1.335,1.395,1077
"4714",0.06,"E 23RD AVE","E","4  Minor Arterial","1    Asphalt",48,4,3,10,11000,3,2.85,2.91,1775
"4715",0.06,"S MONACO STREET PKWY","S","4  Minor Arterial","1    Asphalt",76,4,4,10,12000,0,2.45,2.51,2404
"4716",0.07,"N DOWNING ST","N","4  Minor Arterial","1    Asphalt",40,4,3,10,11000,1,1.959,2.029,2958
"4717",0.04,"LAWRENCE ST","NE","4  Minor Arterial","1    Asphalt",40,4,2,12,1800,0,1.535,1.575,1309
"4718",0.03,"S TEJON ST","S","5  Major Collector","1    Asphalt",40,2.5,2,10,3000,3,0.46,0.49,4179
"4719",0.08,"W JEWELL AVE","W","4  Minor Arterial","1    Asphalt",48,4,4,10,12000,0,1.4,1.48,3241
"4720",0.05,"E 3RD AVE","E","5  Major Collector","1    Asphalt",36,2.5,2,10,3900,3,1.5,1.55,5097
"4721",0.05,"STOUT ST","NE","4  Minor Arterial","1    Asphalt",48,4,2,12,5700,0,1.68,1.73,2233
"4722",0.12,"N DAHLIA ST","N","5  Major Collector","1    Asphalt",30,1,2,10,5700,3,2.89,3.01,3584
"4723",0.03,"E 13TH AVE","E","4  Minor Arterial","1    Asphalt",32,4,2,10,6900,3,3.17,3.2,2549
"4724",0.09,"E 75TH AVE","E","5  Major Collector","1    Asphalt",20,4,2,12,8700,2,2.94,3.03,5268
"4725",0.06,"E 13TH AVE","E","4  Minor Arterial","1    Asphalt",32,4,2,10,6900,3,2.54,2.6,1460
"4726",0.05,"S SYRACUSE WAY","S","4  Minor Arterial","1    Asphalt",24,4,2,10,10000,3,0.24,0.29,1892
"4727",0.08,"W 35TH AVE","W","5  Major Collector","1    Asphalt",34,4,2,10,1800,3,0.92,1,5008
"4728",0.07,"N PECOS ST","N","4  Minor Arterial","1    Asphalt",44,4,2,10,14000,3,0.9,0.97,2819
"4729",0.1,"N PEORIA ST","N","3  Principal Arterial - Other","1    Asphalt",84,2.5,6,11,10000,0,1.1,1.2,60
"4730",0.06,"E MISSISSIPPI AVE","E","5  Major Collector","1    Asphalt",32,4,2,12,1200,3,0.18,0.24,3925
"4731",0.18,"W JEWELL AVE","W","5  Major Collector","1    Asphalt",48,1,2,11,6400,1,0.18,0.36,3557
"4732",0.06,"E 14TH AVE","E","4  Minor Arterial","1    Asphalt",30,4,2,10,8400,1,3.23,3.29,1465
"4733",0.06,"E 26TH AVE","E","5  Major Collector","1    Asphalt",60,4,2,10,5400,3,0.18,0.24,6074
"4734",0.12,"S PATTON CT","S","5  Major Collector","1    Asphalt",36,4,2,10,1100,3,0.32,0.44,4882
"4735",0.06,"E 1ST AVE","E","5  Major Collector","1    Asphalt",36,4,2,10,4400,3,0.26,0.32,6127
"4736",0.065,"E 54TH AVE","E","5  Major Collector","1    Asphalt",20,4,2,10,2300,3,0.065,0.13,5908
"4737",0.05,"W EVANS AVE","W","5  Major Collector","1    Asphalt",48,4,2,10,13000,2,1.52,1.57,4476
"4738",0.03,"S BROADWAY","S","3  Principal Arterial - Other","1    Asphalt",62,4,4,10,27000,1,2.7,2.73,357
"4739",0.15,"E EASTMOOR DR","NW","4  Minor Arterial","1    Asphalt",74,4,4,10,9300,1,0,0.15,6206
"4740",0.1,"E DARTMOUTH AVE","E","5  Major Collector","1    Asphalt",36,1,2,10,250,3,0,0.1,5686
"4741",0.06,"E 13TH AVE","E","4  Minor Arterial","1    Asphalt",32,4,2,10,10000,3,1.58,1.64,2348
"4742",0.13,"W 38TH AVE","W","4  Minor Arterial","1    Asphalt",68,4,4,10,22000,1,1.415,1.545,2388
"4743",0.05,"E 11TH AVE","E","4  Minor Arterial","1    Asphalt",20,4,2,10,12000,3,0.96,1.01,811
"4744",0.2,"W 8TH AVE","W","4  Minor Arterial","1    Asphalt",20,4,2,10,11000,3,3.58,3.78,6199
"4745",0.06,"E 8TH AVE","E","3  Principal Arterial - Other","1    Asphalt",36,4,3,11,20000,3,1.23,1.29,2787
"4746",0.05,"20TH ST","NW","4  Minor Arterial","1    Asphalt",62,4,4,9,17000,1,0.39,0.44,1720
"4747",0.02,"W 6TH AVE","W","3  Principal Arterial - Other","1    Asphalt",60,4,5,10,30000,0,0.08,0.1,2005
"4748",0.06,"W 17TH AVE","W","5  Major Collector","1    Asphalt",40,4,2,12,7100,3,1.09,1.15,4539
"4749",0.05,"E ANDREWS DR","SE","5  Major Collector","1    Asphalt",94,2.5,2,10,4900,3,1.345,1.395,6008
"4750",0.019,"S UNIVERSITY BLVD","S","3  Principal Arterial - Other","1    Asphalt",48,4,4,10,26000,1,3.7,3.719,542
"4751",0.06,"E 13TH AVE","E","4  Minor Arterial","1    Asphalt",32,4,2,10,10000,3,1.82,1.88,2147
"4752",0.02,"N MONACO STREET PKWY","N","3  Principal Arterial - Other","1    Asphalt",130,4,4,10,33000,3,1.38,1.4,658
"4753",0.12,"N WASHINGTON ST","N","4  Minor Arterial","1    Asphalt",32,4,2,10,5400,3,1.275,1.395,1456
"4754",0.07,"S TAMARAC DR","S","4  Minor Arterial","1    Asphalt",48,4,2,11,11000,0,0.49,0.56,6356
"4755",0.06,"E 13TH AVE","E","4  Minor Arterial","1    Asphalt",36,4,2,10,2600,3,5.175,5.235,1811
"4756",0.06,"N SPEER BLVD","SE","3  Principal Arterial - Other","1    Asphalt",44,1,7,10,25000,3,0,0.06,735
"4757",0.08,"W 35TH AVE","W","5  Major Collector","1    Asphalt",34,4,2,10,1800,3,0.68,0.76,4496
"4758",0.07,"S UNIVERSITY BLVD","S","3  Principal Arterial - Other","1    Asphalt",44,4,4,10,24000,0,2.9,2.97,412
"4759",0.11,"N ZUNI ST","N","5  Major Collector","1    Asphalt",38,2.5,2,11,2800,3,1.96,2.07,4787
"4760",0.03,"E YALE AVE","E","4  Minor Arterial","1    Asphalt",40,4,2,10,6600,1,1.038,1.068,1270
"4761",0.07,"S MONACO STREET PKWY","S","4  Minor Arterial","1    Asphalt",78,4,5,10,21000,3,2.12,2.19,1168
"4762",0.05,"N TOWER RD","N","4  Minor Arterial","1    Asphalt",24,2.5,2,10,26000,3,0.55,0.6,2910
"4763",0.05,"E BOLLING DR","E","5  Major Collector","1    Asphalt",40,4,2,12,6200,3,0.81,0.86,5998
"4764",0.045,"S QUEBEC WAY","S","5  Major Collector","1    Asphalt",24,1,2,10,4700,3,0.15,0.195,6044
"4765",0.06,"E ALAMEDA AVE","E","4  Minor Arterial","1    Asphalt",40,4,3,10,23000,0,0.86,0.92,2360
"4766",0.582,"S PLATTE RIVER DR E","S","5  Major Collector","1    Asphalt",30,2.5,2,11,2000,3,0,0.582,5517
"4767",0.02,"15TH ST","NW","4  Minor Arterial","1    Asphalt",20,4,4,10,12000,1,1.65,1.67,2594
"4768",0.03,"E 6TH AVENUE PKWY","E","4  Minor Arterial","1    Asphalt",140,4,4,10,17000,1,0.69,0.72,2728
"4769",0.05,"E FLORIDA AVE","E","4  Minor Arterial","1    Asphalt",44,4,2,10,11000,3,1.645,1.695,2451
"4770",0.28,"E STAPLETON SOUTH DR","E","5  Major Collector","1    Asphalt",28,4,2,10,1200,3,0,0.28,4282
"4771",0.08,"W 46TH AVE","W","5  Major Collector","1    Asphalt",38,4,2,10,6500,3,0.62,0.7,5001
"4772",0.08,"N ZUNI ST","N","5  Major Collector","1    Asphalt",28,2.5,2,11,4400,3,1.62,1.7,4967
"4773",0.06,"W 44TH AVE","W","4  Minor Arterial","1    Asphalt",34,4,2,10,6900,3,1.94,2,1914
"4774",0.07,"E 14TH AVE","E","4  Minor Arterial","1    Asphalt",40,4,3,10,8700,1,0.28,0.35,2202
"4775",0.14,"W OXFORD AVE","W","5  Major Collector","1    Asphalt",36,2.5,2,10,8600,3,0.1,0.24,5651
"4776",0.06,"W FLORIDA AVE","W","4  Minor Arterial","1    Asphalt",44,4,4,10,12000,1,3.2,3.26,1902
"4777",0.04,"E ALAMEDA AVE","E","4  Minor Arterial","1    Asphalt",30,4,2,12,23000,0,1.18,1.22,1794
"4778",0.06,"W MISSISSIPPI AVE","W","5  Major Collector","1    Asphalt",36,4,2,10,7300,3,2.62,2.68,4242
"4779",0.06,"15TH ST","NW","4  Minor Arterial","1    Asphalt",62,2.5,6,10,11000,3,0.64,0.7,3023
"4780",0.12,"N DOWNING ST","N","4  Minor Arterial","1    Asphalt",32,4,2,10,7800,3,0.5,0.62,3049
"4781",0.13,"S FRANKLIN ST","S","5  Major Collector","1    Asphalt",36,4,2,10,1900,3,0.73,0.86,4159
"4782",0.06,"E 3RD AVE","E","5  Major Collector","1    Asphalt",34,2.5,2,10,5300,3,0.97,1.03,5350
"4783",0.1,"E 40TH AVE","E","4  Minor Arterial","1    Asphalt",44,4,4,10,7900,1,0.76,0.86,1201
"4784",0.03,"E JEWELL AVE","E","5  Major Collector","1    Asphalt",36,1,2,10,3400,3,0.28,0.31,4657
"4785",0.01,"PARK AVE W","NW","3  Principal Arterial - Other","1    Asphalt",20,4,4,10,20000,4,1.82,1.83,529
"4786",0.06,"E FAIRMOUNT DR","N","5  Major Collector","1    Asphalt",24,4,2,10,1600,3,0.96,1.02,5618
"4787",0.06,"W 38TH AVE","W","4  Minor Arterial","1    Asphalt",68,2.5,4,12,22000,1,2.565,2.625,1250
"4788",0.09,"LAWRENCE ST","NE","4  Minor Arterial","1    Asphalt",40,4,3,13,5400,1,0.855,0.945,2559
"4789",0.06,"E 14TH AVE","E","4  Minor Arterial","1    Asphalt",36,4,3,10,8700,1,2.33,2.39,2066
"4790",0.06,"E 11TH AVE","E","4  Minor Arterial","1    Asphalt",32,4,2,10,12000,3,1.34,1.4,2201
"4791",0.02,"N ZUNI ST","N","5  Major Collector","1    Asphalt",54,4,4,11,11000,1,0.1,0.12,3312
"4792",0.05,"N PEORIA ST","N","3  Principal Arterial - Other","1    Asphalt",84,4,5,10,10000,0,1.45,1.5,603
"4793",0.06,"E ALAMEDA AVE","E","4  Minor Arterial","1    Asphalt",44,4,4,10,23000,0,0.44,0.5,2082
"4794",0.13,"N CHAMBERS RD","N","4  Minor Arterial","1    Asphalt",24,4,2,10,30000,1,0.385,0.515,6365
"4795",0.13,"S LOWELL BLVD","S","4  Minor Arterial","1    Asphalt",46,2.5,2,12,9400,3,0.671,0.801,868
"4796",0.035,"N SPEER BLVD","NW","3  Principal Arterial - Other","1    Asphalt",44,4,4,10,25000,1,0.9,0.935,212
"4797",0.05,"N BROADWAY","N","3  Principal Arterial - Other","3    Concrete",66,4,4,12,19000,0,0.4,0.45,6469
"4798",0.07,"N BRYANT ST","N","5  Major Collector","1    Asphalt",40,1,4,11,8800,3,0.36,0.43,4825
"4799",0.12,"S LOGAN ST","S","4  Minor Arterial","1    Asphalt",44,4,2,10,13000,3,0.12,0.24,6250
"4800",0.06,"W 38TH AVE","W","4  Minor Arterial","1    Asphalt",68,4,4,10,21000,3,0.06,0.12,1923
"4801",0.06,"E 6TH AVENUE PKWY","E","4  Minor Arterial","1    Asphalt",140,4,4,10,17000,1,1.88,1.94,1964
"4802",0.06,"W 29TH AVE","W","4  Minor Arterial","1    Asphalt",44,4,2,10,8500,3,1.145,1.205,1087
"4803",0.02,"W 38TH AVE","W","4  Minor Arterial","1    Asphalt",68,2.5,4,12,22000,1,2.025,2.045,1268
"4804",0.08,"N CLAY ST","N","5  Major Collector","1    Asphalt",32,1,2,10,1300,3,0.33,0.41,3562
"4805",0.07,"E ILIFF AVE","E","5  Major Collector","1    Asphalt",36,4,2,10,4100,3,1.33,1.4,3423
"4806",0.07,"E 35TH AVE","E","5  Major Collector","1    Asphalt",26,4,2,10,4700,3,1.84,1.91,6115
"4807",0.07,"S STEELE ST","S","5  Major Collector","1    Asphalt",32,4,2,10,5000,3,0.17,0.24,5557
"4808",0.12,"S SHERIDAN BLVD","S","4  Minor Arterial","1    Asphalt",100,4,4,10,13000,0,0.6,0.72,6239
"4809",0.09,"BLAKE ST","NE","5  Major Collector","1    Asphalt",44,4,2,11,1100,0,0.34,0.43,3628
"4810",0.07,"E 1ST AVE","E","5  Major Collector","1    Asphalt",40,4,2,10,4400,3,0.07,0.14,5440
"4811",0.07,"ARAPAHOE ST","NE","5  Major Collector","1    Asphalt",40,2.5,2,12,1300,2,0.4,0.47,4765
"4812",0.07,"W MISSISSIPPI AVE","W","4  Minor Arterial","1    Asphalt",48,1,4,10,22000,3,0,0.07,3168
"4813",0.02,"WELTON ST","NE","5  Major Collector","1    Asphalt",48,4,2,11,5300,3,0.7,0.72,4920
"4814",0.01,"S HOLLY ST","S","4  Minor Arterial","1    Asphalt",52,2.5,2,10,17000,3,2.25,2.26,1745
"4815",0.04,"E 40TH AVE","E","4  Minor Arterial","1    Asphalt",44,4,4,10,10000,0,1.12,1.16,3000
"4816",0.01,"W 44TH AVE","W","5  Major Collector","1    Asphalt",20,4,2,12,4100,3,0.21,0.22,4957
"4817",0.07,"E 35TH AVE","E","5  Major Collector","1    Asphalt",30,2.5,2,10,2100,3,0.86,0.93,5445
"4818",0.12,"S STEELE ST","S","5  Major Collector","1    Asphalt",30,4,2,10,5000,3,0.6,0.72,3541
"4819",0.04,"E DARTMOUTH AVE","NE","5  Major Collector","1    Asphalt",44,1,2,12,4000,3,0.35,0.39,5796
"4820",0.05,"MARKET ST","NE","4  Minor Arterial","1    Asphalt",40,4,2,12,7500,0,0.5,0.55,1425
"4821",0.13,"S SHERIDAN BLVD","S","4  Minor Arterial","1    Asphalt",100,4,4,10,13000,0,0.3,0.43,6340
"4822",0.064,"E 56TH AVE","E","3  Principal Arterial - Other","1    Asphalt",32,4,2,10,19000,2,2.236,2.3,152
"4823",0.04,"E 6TH AVE","E","3  Principal Arterial - Other","1    Asphalt",44,4,3,10,22000,3,2.24,2.28,3096
"4824",0.01,"E ILIFF AVE","E","5  Major Collector","1    Asphalt",32,4,2,10,4100,3,1.75,1.76,4570
"4825",0.1,"N SPEER BLVD","NW","3  Principal Arterial - Other","1    Asphalt",44,4,4,10,25000,1,0,0.1,35
"4826",0.01,"S BROADWAY","S","3  Principal Arterial - Other","1    Asphalt",62,2.5,6,10,37000,1,1.1,1.11,559
"4827",0.01,"E FLORIDA AVE","E","4  Minor Arterial","1    Asphalt",44,4,2,10,5500,3,0.825,0.835,1991
"4828",0.04,"S UNIVERSITY BLVD","S","3  Principal Arterial - Other","1    Asphalt",44,4,4,10,32000,3,0.26,0.3,678
"4829",0.05,"E YALE AVE","E","4  Minor Arterial","1    Asphalt",50,4,4,10,14000,1,0.45,0.5,857
"4830",0.03,"W 48TH AVE","W","5  Major Collector","1    Asphalt",40,4,2,10,4500,3,1.06,1.09,4601
"4831",0.05,"N CLARKSON ST","N","4  Minor Arterial","1    Asphalt",38,1,3,10,5400,3,1.845,1.895,1084
"4832",0.04,"E 8TH AVE","E","3  Principal Arterial - Other","1    Asphalt",36,4,3,10,18000,0,2.3,2.34,3167
"4833",0.06,"W 17TH AVE","W","5  Major Collector","1    Asphalt",40,4,2,12,7100,3,1.21,1.27,3604
"4834",0.13,"N KNOX CT","N","5  Major Collector","1    Asphalt",30,4,2,10,2100,3,0,0.13,4977
"4835",0.06,"E 8TH AVE","E","4  Minor Arterial","1    Asphalt",44,4,2,10,12000,1,0.375,0.435,2786
"4836",0.07,"PARK AVE W","NW","4  Minor Arterial","1    Asphalt",60,4,4,10,23000,3,0.29,0.36,3252
"4837",0.04,"20TH ST","NW","4  Minor Arterial","1    Asphalt",36,4,3,10,2500,0,0,0.04,2358
"4838",0.06,"W FLORIDA AVE","W","4  Minor Arterial","1    Asphalt",48,4,4,10,12000,1,2.32,2.38,2704
"4839",0.13,"N PERRY ST","N","5  Major Collector","1    Asphalt",32,4,2,10,6400,3,0.38,0.51,4853
"4840",0.12,"N GRANT ST","N","4  Minor Arterial","1    Asphalt",48,1,3,10,10000,1,0.73,0.85,3015
"4841",0.07,"E 17TH AVE","E","5  Major Collector","1    Asphalt",54,4,3,10,16000,3,1.13,1.2,5096
"4842",0.02,"E 40TH AVE","E","4  Minor Arterial","1    Asphalt",48,4,4,10,10000,0,1.34,1.36,3228
"4843",0.01,"N STEELE ST","N","5  Major Collector","1    Asphalt",40,4,2,10,6400,3,1.14,1.15,4627
"4844",0.03,"N KALAMATH ST","N","3  Principal Arterial - Other","1    Asphalt",52,4,5,10,39000,1,0.9,0.93,202
"4845",0.1,"E 56TH AVE","E","3  Principal Arterial - Other","1    Asphalt",24,2.5,2,12,16000,2,4.6,4.7,6202
"4846",0.06,"W KENTUCKY AVE","W","5  Major Collector","1    Asphalt",36,4,2,10,5300,3,1.15,1.21,5089
"4847",0.06,"E 3RD AVE","E","5  Major Collector","1    Asphalt",32,4,2,10,4600,3,0.13,0.19,5326
"4848",0.26,"E CHERRY CREEK SOUTH DR","SE","4  Minor Arterial","1    Asphalt",28,4,2,10,21000,3,0.98,1.24,1717
"4849",0.06,"W 32ND AVE","W","4  Minor Arterial","1    Asphalt",34,2.5,2,10,6700,3,0.72,0.78,2547
"4850",0.07,"E 14TH AVE","E","4  Minor Arterial","1    Asphalt",40,4,3,10,8700,1,1.28,1.35,1777
"4851",0.02,"E ALAMEDA AVE","E","4  Minor Arterial","1    Asphalt",44,4,4,10,23000,0,0.38,0.4,1471
"4852",0.14,"S WASHINGTON ST","S","4  Minor Arterial","1    Asphalt",32,4,2,10,5300,3,0.84,0.98,3059
"4853",0.005,"N MONACO STREET PKWY","N","3  Principal Arterial - Other","1    Asphalt",154,4,4,10,30000,3,2.395,2.4,433
"4854",0.03,"LARIMER ST","NE","4  Minor Arterial","1    Asphalt",44,4,4,11,12000,1,0.45,0.48,2631
"4855",0.03,"W 29TH AVE","W","4  Minor Arterial","1    Asphalt",36,4,2,10,8500,3,1.815,1.845,1458
"4856",0.01,"N MONACO STREET PKWY","N","3  Principal Arterial - Other","1    Asphalt",130,4,4,10,33000,3,1.09,1.1,293
"4857",0.04,"W 38TH AVE","W","4  Minor Arterial","1    Asphalt",68,2.5,4,12,22000,1,1.905,1.945,1754
"4858",0.06,"E 3RD AVE","E","5  Major Collector","1    Asphalt",30,4,2,10,4600,3,0.31,0.37,5540
"4859",0.16,"N UNIVERSITY BLVD","N","4  Minor Arterial","1    Asphalt",98,4,6,10,44000,1,0,0.16,1848
"4860",0.13,"E 26TH AVENUE PKWY","E","5  Major Collector","1    Asphalt",60,4,2,10,5900,3,1.86,1.99,5885
"4861",0.05,"E ALAMEDA AVE","E","3  Principal Arterial - Other","1    Asphalt",30,4,6,10,34000,0,2.24,2.29,3094
"4862",0.06,"E 23RD AVE","E","5  Major Collector","1    Asphalt",34,2.5,2,10,11000,3,3.57,3.63,5119
"4863",0.1,"E CHERRY CREEK SOUTH DR","SE","4  Minor Arterial","1    Asphalt",28,4,2,10,14000,3,0.63,0.73,3283
"4864",0.01,"W 8TH AVE","W","4  Minor Arterial","1    Asphalt",50,4,3,10,11000,3,3.96,3.97,1905
"4865",0.06,"E ALAMEDA AVE","E","3  Principal Arterial - Other","1    Asphalt",44,4,4,10,29000,0,1.53,1.59,1719
"4866",0.06,"W DARTMOUTH AVE","W","5  Major Collector","1    Asphalt",44,4,2,11,12000,1,0.63,0.69,3656
"4867",0.11,"N OSAGE ST","N","5  Major Collector","1    Asphalt",36,4,2,10,6400,3,0.22,0.33,5550
"4868",0.05,"S HOLLY ST","S","5  Major Collector","1    Asphalt",44,2.5,2,10,15000,3,0.87,0.92,3425
"4869",0.03,"S TENNYSON ST","S","5  Major Collector","1    Asphalt",36,4,2,10,4800,3,0.59,0.62,4616
"4870",0.05,"W EVANS AVE","W","5  Major Collector","1    Asphalt",48,4,2,10,13000,2,1.37,1.42,4864
"4871",0.05,"E 45TH AVE","E","5  Major Collector","1    Asphalt",36,4,2,10,5700,3,0.39,0.44,5280
"4872",0.1,"E ALAMEDA AVE","E","3  Principal Arterial - Other","1    Asphalt",30,4,2,10,33000,0,3.8,3.9,984
"4873",0.285,"N GLOBEVILLE RD","NE","5  Major Collector","1    Asphalt",36,1,2,12,1900,3,0.56,0.845,4849
"4874",0.13,"S PATTON CT","S","5  Major Collector","1    Asphalt",36,2.5,2,12,1100,3,1.05,1.18,3722
"4875",0.11,"N WASHINGTON ST","N","4  Minor Arterial","1    Asphalt",32,4,2,10,3800,3,1.725,1.835,1159
"4876",0.08,"E EVANS AVE","E","3  Principal Arterial - Other","1    Asphalt",52,4,4,10,29000,0,2.02,2.1,78
"4877",0.06,"E EXPOSITION AVE","E","5  Major Collector","1    Asphalt",36,4,2,11,8000,3,0.79,0.85,4764
"4878",0.088,"N BRIGHTON BLVD","NE","4  Minor Arterial","1    Asphalt",32,4,2,12,6200,4,0.037,0.125,2669
"4879",0.06,"W HARVARD AVE","W","5  Major Collector","1    Asphalt",36,4,2,11,1500,3,1.19,1.25,4370
"4880",0.07,"S MONACO STREET PKWY","S","4  Minor Arterial","1    Asphalt",78,4,4,10,26000,3,0.44,0.51,1147
"4881",0.06,"E 6TH AVE","E","3  Principal Arterial - Other","1    Asphalt",44,4,3,10,23000,3,1.81,1.87,1032
"4882",0.01,"N QUEBEC ST","N","4  Minor Arterial","1    Asphalt",40,4,2,10,25000,3,0.65,0.66,3276
"4883",0.058,"E 17TH AVE","E","5  Major Collector","1    Asphalt",68,4,4,12,23000,3,2.092,2.15,5341
"4884",0.09,"ARAPAHOE ST","NE","5  Major Collector","1    Asphalt",56,4,3,12,7200,3,0,0.09,5095
"4885",0.13,"N ZUNI ST","N","5  Major Collector","1    Asphalt",38,2.5,2,11,2800,3,2.31,2.44,3622
"4886",0.12,"N CORONA ST","N","4  Minor Arterial","1    Asphalt",32,2.5,2,10,4300,3,1.175,1.295,2104
"4887",0.04,"S DTC BLVD","S","4  Minor Arterial","3    Concrete",36,4,4,12,32000,4,0,0.04,6541
