"","SEG_LENGTH","ROUTENAME","SEGMDIR","FUNCCLASSI","SURFNAME","SURFWD","PSI","IRI","THRULNQTY","THRULNWD","AADT","AADTDERIV","COUNTSTATI","BUILTYR","RUNLENGTH_","RUNLENGTH1"
"24629",0.08,"WATER ST","NE","5  Major Collector","1    Asphalt",40,1,0,2,10,6600,3,201929,1995,0.03,0.11
"24635",0.06,"E MONTVIEW BLVD","E","5  Major Collector","1    Asphalt",44,4,0,2,10,7900,3,202094,1995,1.22,1.28
"24640",0.05,"E JEWELL AVE","E","5  Major Collector","1    Asphalt",36,4,0,2,10,3400,3,202127,1995,0.6,0.65
"24646",0.13,"N SYRACUSE ST","N","5  Major Collector","1    Asphalt",28,4,0,2,10,6300,3,201991,1995,0.97,1.1
"24647",0.06,"W 46TH AVE","W","5  Major Collector","1    Asphalt",38,4,0,2,11,6500,3,201951,1995,1.22,1.28
"24650",0.09,"CURTIS ST","NE","5  Major Collector","1    Asphalt",48,4,240,3,12,4000,0,202161,1995,0.455,0.545
"24653",0.08,"N TEJON ST","N","5  Major Collector","1    Asphalt",44,2.5,0,2,10,4800,3,201990,1995,0.33,0.41
"24656",0.06,"W 3RD AVE","W","5  Major Collector","1    Asphalt",32,2.5,0,2,10,4800,3,201954,1995,0.29,0.35
"24658",0.06,"E LOUISIANA AVE","E","5  Major Collector","1    Asphalt",48,4,0,3,10,3700,3,202112,1995,0.95,1.01
"24662",0.06,"W KENTUCKY AVE","W","5  Major Collector","1    Asphalt",36,4,0,2,10,5300,3,201908,1995,1.75,1.81
"24665",0.06,"W 17TH AVE","W","5  Major Collector","1    Asphalt",40,4,0,2,12,7100,3,201965,1995,0.54,0.6
"24667",0.08,"N CLAY ST","N","5  Major Collector","1    Asphalt",32,1,0,2,10,1300,3,202166,1995,0.41,0.49
"24670",0.04,"S IRVING ST","S","5  Major Collector","1    Asphalt",40,2.5,0,2,10,4100,3,202059,1995,2.04,2.08
"24672",0.09,"N DENARGO ST","N","5  Major Collector","1    Asphalt",40,1,0,2,12,4900,3,202154,1995,0.05,0.14
"24674",0.09,"N ZUNI ST","N","5  Major Collector","1    Asphalt",54,4,0,2,11,11000,1,201888,1995,0.41,0.5
"24680",0.06,"S LOWELL BLVD","S","5  Major Collector","1    Asphalt",48,1,0,2,10,2800,3,202045,1995,2.53,2.59
"24683",0.05,"E HALE PKWY","SE","5  Major Collector","1    Asphalt",110,4,0,4,12,5800,3,202135,1995,0.38,0.43
"24687",0.06,"E ILIFF AVE","E","5  Major Collector","1    Asphalt",32,4,0,2,10,4100,3,202120,1995,0.91,0.97
"24690",0.08,"N STEELE ST","N","5  Major Collector","1    Asphalt",40,4,0,2,10,6400,3,203901,1995,0.78,0.86
"24692",0.06,"W 10TH AVE","W","5  Major Collector","1    Asphalt",32,4,0,2,10,5900,3,201976,1995,0.285,0.345
"24693",0.14,"S HOLLY ST","S","5  Major Collector","1    Asphalt",44,2.5,0,2,10,13000,3,202061,1995,0.34,0.48
"24694",0.02,"S STEELE ST","S","5  Major Collector","1    Asphalt",30,4,0,2,10,5000,3,202399,1995,0.94,0.96
"24697",0.09,"CENTRAL ST","NE","5  Major Collector","1    Asphalt",40,4,0,2,10,11000,3,202173,1995,0.29,0.38
"24700",0.12,"S ZUNI ST","S","5  Major Collector","1    Asphalt",36,2.5,0,2,11,3300,3,201388,1995,1.08,1.2
"24703",0.06,"W HARVARD AVE","W","5  Major Collector","1    Asphalt",36,4,0,2,10,1500,3,201914,1995,0.46,0.52
"24705",0.02,"N IRVING ST","N","5  Major Collector","1    Asphalt",28,1,0,2,11,4000,3,202130,1995,1.53,1.55
"24706",0.02,"WELTON ST","NE","5  Major Collector","1    Asphalt",48,4,0,2,11,5300,3,201923,1995,0.7,0.72
"24709",0.07,"W DARTMOUTH AVE","W","5  Major Collector","1    Asphalt",48,4,0,2,12,12000,1,201924,1995,1.75,1.82
"24712",0.07,"W 35TH AVE","W","5  Major Collector","1    Asphalt",34,2.5,171,2,12,630,3,106009,1995,1.38,1.45
"24714",0.06,"E MISSISSIPPI AVE","E","5  Major Collector","1    Asphalt",32,4,0,2,12,1200,3,202100,1995,0.24,0.3
"24718",0.06,"S IRVING ST","S","5  Major Collector","1    Asphalt",40,4,0,2,10,4100,3,202059,1995,0.37,0.43
"24721",0.06,"W LOUISIANA AVE","W","5  Major Collector","1    Asphalt",40,4,0,2,10,4100,3,201906,1995,2.21,2.27
"24727",0.06,"S LOWELL BLVD","S","5  Major Collector","1    Asphalt",48,1,0,2,10,2800,3,202045,1995,1.16,1.22
"24730",0.07,"E HALE PKWY","SE","5  Major Collector","1    Asphalt",110,4,0,4,12,5800,3,202135,1995,0.31,0.38
"24733",0.02,"ARAPAHOE ST","NE","5  Major Collector","1    Asphalt",40,2.5,297,2,12,1300,2,106008,1995,0.9,0.92
"24734",0.11,"N HOLLY ST","N","5  Major Collector","1    Asphalt",36,4,0,2,10,13000,3,202061,1995,0.11,0.22
"24736",0.03,"N LOWELL BLVD","N","5  Major Collector","1    Asphalt",36,4,0,2,12,12000,3,202110,1995,2.125,2.155
"24738",0.06,"E VIRGINIA AVE","E","5  Major Collector","1    Asphalt",32,4,0,2,10,4700,3,201978,1995,0.61,0.67
"24739",0.11,"N PERRY ST","N","5  Major Collector","1    Asphalt",36,4,0,2,10,3900,3,203724,1995,0.11,0.22
"24741",0.08,"N IRVING ST","N","5  Major Collector","1    Asphalt",28,1,0,2,11,4000,3,202130,1995,0.57,0.65
"24744",0.06,"S TEJON ST","S","5  Major Collector","1    Asphalt",36,4,0,2,10,3000,3,202006,1995,1.21,1.27
"24747",0.09,"WALNUT ST","NE","5  Major Collector","1    Asphalt",32,4,0,2,12,6400,3,203016,1995,0.36,0.45
"24749",0.09,"N WILLIAMS ST","N","5  Major Collector","1    Asphalt",48,4,0,2,10,920,3,201912,1995,1.08,1.17
"24752",0.06,"W 11TH AVE","W","5  Major Collector","1    Asphalt",40,4,0,2,10,8900,3,201974,1995,0.57,0.63
"24757",0.06,"E MEXICO AVE","E","5  Major Collector","1    Asphalt",36,4,0,2,10,8000,3,202101,1995,0.58,0.64
"24762",0.05,"E JEWELL AVE","E","5  Major Collector","1    Asphalt",40,4,0,2,10,3400,3,202127,1995,1.05,1.1
"24763",0.05,"W LOUISIANA AVE","W","5  Major Collector","1    Asphalt",36,4,0,2,10,3900,3,201907,1995,0.96,1.01
"24766",0.06,"E LOUISIANA AVE","E","5  Major Collector","1    Asphalt",40,4,0,2,11,6000,3,202113,1995,1.08,1.14
"24770",0.06,"S TENNYSON ST","S","5  Major Collector","1    Asphalt",36,4,0,2,10,4800,3,202005,1995,0.19,0.25
"24772",0.02,"W 46TH AVE","W","5  Major Collector","1    Asphalt",50,4,0,2,10,5600,3,201950,1995,2.61,2.63
"24773",0.03,"S DAYTON ST","S","5  Major Collector","1    Asphalt",40,4,0,2,12,8500,3,203236,1995,0.36,0.39
"24776",0.04,"N DAHLIA ST","N","5  Major Collector","1    Asphalt",44,4,0,2,12,2600,3,202159,1995,1.09,1.13
"24779",0.12,"N TENNYSON ST","N","5  Major Collector","1    Asphalt",32,4,0,2,10,4000,3,201989,1995,1.97,2.09
"24780",0.05,"W EVANS AVE","W","5  Major Collector","1    Asphalt",48,4,0,2,10,13000,2,900547,1995,1.42,1.47
"24784",0.05,"W LOUISIANA AVE","W","5  Major Collector","1    Asphalt",36,4,0,2,10,3900,3,201907,1995,1.32,1.37
"24786",0.07,"W 23RD AVE","W","5  Major Collector","1    Asphalt",20,2.5,0,2,10,8500,2,900517,1995,0.21,0.28
"24789",0.1,"E BUCHTEL BLVD","SE","5  Major Collector","1    Asphalt",30,4,0,2,11,7000,1,202179,1995,0,0.1
"24792",0.05,"S DAYTON ST","S","5  Major Collector","1    Asphalt",40,4,0,2,12,8500,3,203236,1995,0.56,0.61
"24794",0.07,"N DECATUR ST","N","5  Major Collector","1    Asphalt",36,4,0,2,10,4900,3,202092,1995,0,0.07
"24797",0.06,"W MISSISSIPPI AVE","W","5  Major Collector","1    Asphalt",36,4,0,2,10,7300,3,201903,1995,2.86,2.92
"24805",0.06,"E MONTVIEW BLVD","E","5  Major Collector","1    Asphalt",44,4,0,2,10,7900,3,202094,1995,1.4,1.46
"24811",0.07,"E ILIFF AVE","E","5  Major Collector","1    Asphalt",32,1,0,2,10,4100,3,202120,1995,1.91,1.98
"24815",0.04,"W 10TH AVE","W","5  Major Collector","1    Asphalt",40,4,0,2,10,5900,3,201976,1995,0.805,0.845
"24819",0.09,"CALIFORNIA ST","NE","5  Major Collector","1    Asphalt",36,4,0,2,11,3500,3,202175,1995,0.9,0.99
"24822",0.08,"N TEJON ST","N","5  Major Collector","1    Asphalt",44,2.5,0,2,10,4800,3,201990,1995,0.41,0.49
"24823",0.06,"W HARVARD AVE","W","5  Major Collector","1    Asphalt",36,4,0,2,11,1500,3,201914,1995,1.43,1.49
"24825",0.07,"W 3RD AVE","W","5  Major Collector","1    Asphalt",32,2.5,0,2,10,4800,3,201954,1995,0.18,0.25
"24827",0.06,"E LOUISIANA AVE","E","5  Major Collector","1    Asphalt",40,2.5,0,2,10,3700,3,202112,1995,0.24,0.3
"24835",0.13,"W KENTUCKY AVE","W","5  Major Collector","1    Asphalt",36,4,0,2,10,5300,3,201908,1995,0.59,0.72
"24838",0.04,"W 1ST AVE","W","5  Major Collector","1    Asphalt",36,4,0,2,11,4500,3,201963,1995,0.25,0.29
"24840",0.08,"E BUCHTEL BLVD","SE","5  Major Collector","1    Asphalt",30,4,0,2,15,11000,3,202389,1995,0.25,0.33
"24843",0.13,"S IRVING ST","S","5  Major Collector","1    Asphalt",40,4,0,2,10,4100,3,202059,1995,1.34,1.47
"24846",0.08,"N ZUNI ST","N","5  Major Collector","1    Asphalt",28,2.5,0,2,11,4400,3,201887,1995,1.62,1.7
"24848",0.11,"S KNOX CT","S","5  Major Collector","1    Asphalt",48,1,0,2,10,13000,3,202054,1995,0.11,0.22
"24851",0.06,"E EXPOSITION AVE","E","5  Major Collector","1    Asphalt",32,4,0,2,11,8000,3,202145,1995,0.3,0.36
"24855",0.06,"E ILIFF AVE","E","5  Major Collector","1    Asphalt",30,4,0,2,10,4100,3,202120,1995,0.18,0.24
"24858",0.08,"N STEELE ST","N","5  Major Collector","1    Asphalt",40,4,0,2,10,6400,3,203901,1995,0.94,1.02
"24860",0.07,"W 26TH AVE","W","5  Major Collector","1    Asphalt",36,1,0,2,10,11000,3,201960,1995,0.17,0.24
"24861",0.12,"S HOLLY ST","S","5  Major Collector","1    Asphalt",36,4,0,2,10,13000,3,202061,1995,0.22,0.34
"24863",0.02,"N IRVING ST","N","5  Major Collector","1    Asphalt",28,1,0,2,10,2700,3,202129,1995,0.485,0.505
"24866",0.064,"S ZUNI ST","S","5  Major Collector","1    Asphalt",44,1,0,2,11,3300,3,201388,1995,1.45,1.514
"24869",0.12,"S SAINT PAUL ST","S","5  Major Collector","1    Asphalt",30,4,0,2,10,3200,3,203008,1995,0.5,0.62
"24871",0.13,"N KNOX CT","N","5  Major Collector","1    Asphalt",30,4,0,2,10,2100,3,203723,1995,0,0.13
"24872",0.08,"WELTON ST","NE","5  Major Collector","1    Asphalt",40,4,0,2,10,5600,3,201922,1995,1.7,1.78
"24875",0.02,"W DARTMOUTH AVE","W","5  Major Collector","1    Asphalt",44,2.5,0,2,12,12000,1,201925,1995,0.8,0.82
"24878",0.08,"W 35TH AVE","W","5  Major Collector","1    Asphalt",34,4,0,2,10,1800,3,201956,1995,0.76,0.84
"24881",0.06,"E MISSISSIPPI AVE","E","5  Major Collector","1    Asphalt",32,4,0,2,10,5400,3,202099,1995,0.85,0.91
"24884",0.06,"S DAHLIA ST","S","5  Major Collector","1    Asphalt",48,4,0,2,12,4900,3,202070,1995,1.11,1.17
"24886",0.12,"N ZUNI ST","N","5  Major Collector","1    Asphalt",38,2.5,0,2,11,2800,3,201886,1995,2.19,2.31
"24890",0.045,"CURTIS ST","NE","5  Major Collector","1    Asphalt",48,4,0,3,12,4000,0,202161,1995,0.36,0.405
"24893",0.08,"N TEJON ST","N","5  Major Collector","1    Asphalt",44,2.5,0,2,10,4800,3,201990,1995,1.05,1.13
"24896",0.02,"W 44TH AVE","W","5  Major Collector","1    Asphalt",40,4,0,2,10,7800,3,201953,1995,0.3,0.32
"24898",0.06,"E LOUISIANA AVE","E","5  Major Collector","1    Asphalt",40,4,0,2,10,3700,3,202112,1995,1.31,1.37
"24903",0.06,"S HOLLY ST","S","5  Major Collector","1    Asphalt",44,2.5,135,2,10,15000,3,108311,1995,1.24,1.3
"24905",0.06,"W KENTUCKY AVE","W","5  Major Collector","1    Asphalt",36,4,0,2,10,5300,3,201908,1995,1.09,1.15
"24908",0.06,"W 17TH AVE","W","5  Major Collector","1    Asphalt",40,4,0,2,12,7100,3,201965,1995,0.91,0.97
"24910",0.01,"N BROADWAY","N","5  Major Collector","1    Asphalt",38,4,0,2,11,4300,3,202183,1995,0.18,0.19
"24913",0.06,"S IRVING ST","S","5  Major Collector","1    Asphalt",72,4,0,2,10,4100,3,202059,1995,2.32,2.38
"24915",0.05,"N STEELE ST","N","5  Major Collector","1    Asphalt",40,4,0,2,10,19000,0,202007,1995,1.44,1.49
"24919",0.06,"S LAMAR ST","S","5  Major Collector","1    Asphalt",40,4,0,2,11,1400,3,202053,1995,0.25,0.31
"24922",0.11,"E EXPOSITION AVE","E","5  Major Collector","1    Asphalt",36,4,0,2,11,8000,3,202145,1995,1.02,1.13
"24925",0.05,"ARAPAHOE ST","NE","5  Major Collector","1    Asphalt",40,2.5,264,2,12,1300,2,106008,1995,1.01,1.06
"24926",0.12,"N HOLLY ST","N","5  Major Collector","1    Asphalt",28,4,0,2,10,7100,3,202134,1995,2.47,2.59
"24929",0.25,"E STAPLETON SOUTH DR","E","5  Major Collector","1    Asphalt",28,4,0,2,10,1200,3,202009,1995,1.22,1.47
"24933",0.06,"W 10TH AVE","W","5  Major Collector","1    Asphalt",40,4,0,2,10,5900,3,201976,1995,1.155,1.215
"24934",0.08,"W 46TH AVE","W","5  Major Collector","1    Asphalt",38,4,0,2,10,6500,3,201951,1995,0.62,0.7
"24940",0.06,"S ZUNI ST","S","5  Major Collector","1    Asphalt",44,1,0,2,11,3300,3,201388,1995,1.578,1.638
"24943",0.05,"W HARVARD AVE","W","5  Major Collector","1    Asphalt",36,4,0,2,10,1500,3,201914,1995,0.31,0.36
"24945",0.11,"N KNOX CT","N","5  Major Collector","1    Asphalt",44,4,0,2,10,5700,3,202055,1995,0.78,0.89
"24946",0.09,"WELTON ST","NE","5  Major Collector","1    Asphalt",48,4,0,2,11,5600,3,201922,1995,0.98,1.07
"24949",0.07,"W DARTMOUTH AVE","W","5  Major Collector","1    Asphalt",48,4,0,2,12,12000,1,201924,1995,1.54,1.61
"24952",0.08,"W 35TH AVE","W","5  Major Collector","1    Asphalt",34,4,0,2,10,1800,3,201956,1995,0.92,1
"24954",0.06,"E MISSISSIPPI AVE","E","5  Major Collector","1    Asphalt",36,4,0,2,10,5400,3,202099,1995,0.97,1.03
"24957",0.06,"S DAHLIA ST","S","5  Major Collector","1    Asphalt",48,4,0,2,12,4900,3,202070,1995,1.05,1.11
"24960",0.07,"W LOUISIANA AVE","W","5  Major Collector","1    Asphalt",36,4,0,2,10,4100,3,201906,1995,1.72,1.79
"24965",0.06,"W 48TH AVE","W","5  Major Collector","1    Asphalt",26,4,0,2,10,4500,3,201949,1995,1.33,1.39
"24967",0.06,"E VIRGINIA AVE","E","5  Major Collector","1    Asphalt",36,4,0,2,10,4700,3,201978,1995,0.07,0.13
"24972",0.2,"S LOWELL BLVD","S","5  Major Collector","1    Asphalt",48,1,0,2,10,2800,3,202045,1995,1.22,1.42
"24975",0.02,"N DAHLIA ST","N","5  Major Collector","1    Asphalt",40,1,0,2,10,5600,3,202158,1995,1.96,1.98
"24978",0.03,"ARAPAHOE ST","NE","5  Major Collector","1    Asphalt",40,2.5,221,2,12,1300,2,106008,1995,0.8,0.83
"24979",0.075,"N FRANKLIN ST","N","5  Major Collector","1    Asphalt",34,4,0,2,15,2600,3,202140,1995,0.812,0.887
"24982",0.13,"N LOWELL BLVD","N","5  Major Collector","1    Asphalt",36,4,0,2,12,12000,3,202110,1995,1.795,1.925
"24983",0.06,"W EVANS AVE","W","5  Major Collector","1    Asphalt",48,4,0,2,10,13000,2,900547,1995,1.83,1.89
"24987",0.1,"S TEJON ST","S","5  Major Collector","1    Asphalt",36,4,0,2,10,3000,3,202006,1995,0.86,0.96
"24990",0.06,"W 14TH AVE","W","5  Major Collector","1    Asphalt",36,4,0,2,11,8400,3,201966,1995,1.09,1.15
"24992",0.12,"E UNION AVE","E","5  Major Collector","1    Asphalt",48,4,0,2,10,6200,3,201982,1995,0.12,0.24
"24995",0.06,"W 35TH AVE","W","5  Major Collector","1    Asphalt",32,4,0,2,10,630,3,106009,1995,0.06,0.12
"25004",0.05,"E JEWELL AVE","E","5  Major Collector","1    Asphalt",36,4,0,2,10,3400,3,202127,1995,0.7,0.75
"25009",0.1,"N SYRACUSE ST","N","5  Major Collector","1    Asphalt",40,4,0,2,10,6100,3,201992,1995,0.51,0.61
"25010",0.08,"W 46TH AVE","W","5  Major Collector","1    Asphalt",38,4,0,2,10,5600,3,201950,1995,1.59,1.67
"25011",0.06,"S LIPAN ST","S","5  Major Collector","1    Asphalt",40,4,0,2,10,4700,3,202051,1995,0.5,0.56
"25014",0.09,"CURTIS ST","NE","5  Major Collector","1    Asphalt",48,4,0,3,12,4000,0,202161,1995,0.27,0.36
"25017",0.06,"N TENNYSON ST","N","5  Major Collector","1    Asphalt",32,4,0,2,10,4000,3,201989,1995,0.24,0.3
"25019",0.07,"W 44TH AVE","W","5  Major Collector","1    Asphalt",40,4,0,2,10,7800,3,201953,1995,0.66,0.73
"25021",0.06,"N LOWELL BLVD","N","5  Major Collector","1    Asphalt",36,4,0,2,12,2200,3,202111,1995,0.87,0.93
"25025",0.05,"W LOUISIANA AVE","W","5  Major Collector","1    Asphalt",36,4,0,2,10,3900,3,201907,1995,0.76,0.81
"25027",0.08,"W 23RD AVE","W","5  Major Collector","1    Asphalt",50,4,0,2,12,8500,2,900517,1995,0.44,0.52
"25030",0.02,"E BUCHTEL BLVD","SE","5  Major Collector","1    Asphalt",30,4,0,2,11,7000,1,202179,1995,0.17,0.19
"25033",0.02,"S HOLLY ST","S","5  Major Collector","1    Asphalt",40,4,0,2,10,7800,3,203648,1995,2.8,2.82
"25035",0.09,"BLAKE ST","NE","5  Major Collector","1    Asphalt",44,4,0,2,12,4200,3,901761,1995,0.52,0.61
"25036",0.03,"W COLFAX AVE","W","5  Major Collector","1    Asphalt",30,2.5,0,2,12,3200,3,201927,1995,0,0.03
"25037",0.1,"W 6TH AVE","W","5  Major Collector","1    Asphalt",60,1,0,4,10,5700,3,203014,1995,0.17,0.27
"25044",0.06,"E MONTVIEW BLVD","E","5  Major Collector","1    Asphalt",44,4,0,2,10,7900,3,202094,1995,1.09,1.15
"25050",0.12,"E ILIFF AVE","E","5  Major Collector","1    Asphalt",36,4,0,2,10,4100,3,202120,1995,1.21,1.33
"25054",0.06,"E VIRGINIA AVE","E","5  Major Collector","1    Asphalt",40,4,0,2,10,4700,3,201978,1995,1.33,1.39
"25055",0.13,"W 46TH AVE","W","5  Major Collector","1    Asphalt",40,4,0,2,10,6500,3,201951,1995,0.13,0.26
"25058",0.1,"CENTRAL ST","NE","5  Major Collector","1    Asphalt",40,4,0,2,10,11000,3,202173,1995,0.38,0.48
"25061",0.12,"N TEJON ST","N","5  Major Collector","1    Asphalt",36,4,0,2,12,990,3,203068,1995,0,0.12
"25062",0.06,"W JEWELL AVE","W","5  Major Collector","1    Asphalt",48,1,0,2,10,6400,1,201910,1995,0.98,1.04
"25064",0.07,"S SAINT PAUL ST","S","5  Major Collector","1    Asphalt",36,4,0,2,10,3800,3,202400,1995,0.18,0.25
"25066",0.06,"E LOUISIANA AVE","E","5  Major Collector","1    Asphalt",48,4,0,2,10,3700,3,202112,1995,0.59,0.65
"25070",0.06,"W DARTMOUTH AVE","W","5  Major Collector","1    Asphalt",44,4,0,2,11,12000,1,201925,1995,0.37,0.43
"25073",0.08,"W 17TH AVE","W","5  Major Collector","1    Asphalt",28,4,0,2,12,7100,3,201965,1995,0,0.08
"25075",0.08,"N CLAY ST","N","5  Major Collector","1    Asphalt",32,1,0,2,10,1300,3,202166,1995,0.25,0.33
"25078",0.06,"S IRVING ST","S","5  Major Collector","1    Asphalt",40,4,0,2,10,4100,3,202059,1995,2.905,2.965
"25080",0.08,"N ZUNI ST","N","5  Major Collector","1    Asphalt",38,2.5,0,2,11,11000,1,201888,1995,0.58,0.66
"25086",0.11,"S KNOX CT","S","5  Major Collector","1    Asphalt",48,1,0,2,10,13000,3,202054,1995,0,0.11
"25089",0.06,"E EXPOSITION AVE","E","5  Major Collector","1    Asphalt",32,4,0,2,11,8000,3,202145,1995,0.42,0.48
"25093",0.03,"N HOLLY ST","N","5  Major Collector","1    Asphalt",38,4,0,2,10,7100,3,202134,1995,3.09,3.12
"25096",0.16,"E STAPLETON NORTH DR","E","5  Major Collector","1    Asphalt",28,4,0,2,10,9000,3,202010,1995,0.85,1.01
"25098",0.06,"E VIRGINIA AVE","E","5  Major Collector","1    Asphalt",32,4,0,2,10,4700,3,201978,1995,0.37,0.43
"25099",0.08,"S HOLLY ST","S","5  Major Collector","1    Asphalt",44,2.5,199,2,10,15000,3,108311,1995,0.62,0.7
"25101",0.08,"N IRVING ST","N","5  Major Collector","1    Asphalt",50,1,0,2,10,4000,3,202130,1995,0.17,0.25
"25104",0.06,"S ZUNI ST","S","5  Major Collector","1    Asphalt",36,4,0,2,10,3300,3,201388,1995,0.42,0.48
"25107",0.06,"W 14TH AVE","W","5  Major Collector","1    Asphalt",36,4,0,2,11,8400,3,201966,1995,1.03,1.09
"25109",0.11,"N KNOX CT","N","5  Major Collector","1    Asphalt",48,1,0,3,10,13000,3,202054,1995,0,0.11
"25113",0.03,"W 11TH AVE","W","5  Major Collector","1    Asphalt",40,2.5,0,4,10,9200,3,201975,1995,0.31,0.34
"25118",0.06,"E MISSISSIPPI AVE","E","5  Major Collector","1    Asphalt",32,4,0,2,10,5400,3,202099,1995,0.79,0.85
"25121",0.01,"S DAHLIA ST","S","5  Major Collector","1    Asphalt",40,4,0,2,12,4900,3,202070,1995,0.37,0.38
"25124",0.13,"N YOSEMITE ST","N","5  Major Collector","1    Asphalt",36,4,0,2,11,8800,3,201891,1995,0.12,0.25
"25128",0.06,"W 48TH AVE","W","5  Major Collector","1    Asphalt",26,4,0,2,10,4500,3,201949,1995,1.39,1.45
"25130",0.09,"S LOWELL BLVD","S","5  Major Collector","1    Asphalt",40,4,0,2,10,2800,3,202046,1995,0.41,0.5
"25133",0.06,"E DARTMOUTH AVE","E","5  Major Collector","1    Asphalt",36,4,0,2,10,8500,3,201346,1995,0.83,0.89
"25136",0.01,"ARAPAHOE ST","NE","5  Major Collector","1    Asphalt",40,2.5,251,2,12,1300,2,106008,1995,0.29,0.3
"25137",0.11,"N FRANKLIN ST","N","5  Major Collector","1    Asphalt",34,2.5,0,2,15,2600,3,202140,1995,0.54,0.65
"25140",0.01,"N LOWELL BLVD","N","5  Major Collector","1    Asphalt",36,4,0,2,12,2200,3,202111,1995,1.24,1.25
"25142",0.07,"W 1ST AVE","W","5  Major Collector","1    Asphalt",48,4,0,2,11,6200,3,201962,1995,0.32,0.39
"25144",0.08,"E BUCHTEL BLVD","SE","5  Major Collector","1    Asphalt",36,4,0,3,11,7600,1,202180,1995,0.36,0.44
"25148",0.12,"N PERRY ST","N","5  Major Collector","1    Asphalt",32,4,0,2,10,6400,3,202082,1995,0.13,0.25
"25151",0.08,"W 13TH AVE","W","5  Major Collector","1    Asphalt",36,4,0,3,10,7900,1,201970,1995,0.68,0.76
"25153",0.08,"N WILLIAMS ST","N","5  Major Collector","1    Asphalt",48,4,0,2,10,920,3,201912,1995,1.26,1.34
"25165",0.03,"E JEWELL AVE","E","5  Major Collector","1    Asphalt",36,1,0,2,10,3400,3,202127,1995,0.14,0.17
"25171",0.08,"N SYRACUSE ST","N","5  Major Collector","1    Asphalt",60,4,0,4,10,11000,3,203730,2003,1.39,1.47
"25172",0.06,"W 46TH AVE","W","5  Major Collector","1    Asphalt",38,4,0,2,10,5600,3,201950,1995,1.83,1.89
"25175",0.09,"CURTIS ST","NE","5  Major Collector","1    Asphalt",44,4,0,2,12,580,3,203903,1995,0,0.09
"25178",0.04,"N TENNYSON ST","N","5  Major Collector","1    Asphalt",40,4,0,2,10,4000,3,201989,1995,1.2,1.24
"25179",0.05,"W EVANS AVE","W","5  Major Collector","1    Asphalt",48,4,0,2,10,13000,2,900547,1995,1.1,1.15
"25181",0.04,"W 3RD AVE","W","5  Major Collector","1    Asphalt",32,2.5,0,2,10,4800,3,201954,1995,0.25,0.29
"25183",0.08,"N LOWELL BLVD","N","5  Major Collector","1    Asphalt",36,4,0,2,12,2200,3,202111,1995,0,0.08
"25186",0.06,"W KENTUCKY AVE","W","5  Major Collector","1    Asphalt",36,4,0,2,10,5300,3,201908,1995,1.15,1.21
"25188",0.07,"E 26TH AVE","E","5  Major Collector","1    Asphalt",36,2.5,0,2,10,5900,3,202223,1995,0.38,0.45
"25195",0.05,"E 51ST AVE","E","5  Major Collector","1    Asphalt",38,4,0,2,10,8700,3,202203,1995,0.48,0.53
"25197",0.06,"E 1ST AVE","E","5  Major Collector","1    Asphalt",62,4,0,4,10,11000,0,202233,1995,1.42,1.48
"25205",0.01,"E 47TH AVE","E","5  Major Collector","1    Asphalt",46,1,0,4,10,14000,3,202207,1995,1.453,1.463
"25206",0.06,"E 11TH AVE","E","5  Major Collector","1    Asphalt",40,4,0,3,10,6900,1,202254,1995,0.47,0.53
"25210",0.09,"ARAPAHOE ST","NE","5  Major Collector","1    Asphalt",56,4,0,3,12,7200,3,106541,1995,0,0.09
"25211",0.07,"E 17TH AVE","E","5  Major Collector","1    Asphalt",54,4,0,3,10,16000,3,201137,1995,1.13,1.2
"25218",0.05,"E 3RD AVE","E","5  Major Collector","1    Asphalt",36,2.5,0,2,10,3900,3,202213,1995,1.5,1.55
"25219",0.02,"E 16TH AVE","E","5  Major Collector","1    Asphalt",36,4,0,2,12,3600,3,202242,1995,0.88,0.9
"25227",0.07,"E 16TH AVE","E","5  Major Collector","1    Asphalt",36,4,0,2,12,3600,3,202242,1995,0.28,0.35
"25229",0.03,"E 47TH AVE","E","5  Major Collector","1    Asphalt",34,4,0,2,10,4400,3,202208,1995,0.25,0.28
"25235",0.09,"ARAPAHOE ST","NE","5  Major Collector","1    Asphalt",56,4,0,4,14,7200,3,106541,1995,0.45,0.54
"25238",0.13,"E 51ST AVE","E","5  Major Collector","1    Asphalt",38,4,0,2,10,8700,3,202203,1995,0,0.13
"25243",0.06,"E 16TH AVE","E","5  Major Collector","1    Asphalt",36,4,0,2,12,3600,3,202242,1995,1.28,1.34
