"","SEG_LENGTH","ROUTENAME","SEGMDIR","FUNCCLASSI","SURFNAME","SURFWD","PSI","THRULNQTY","THRULNWD","AADT","AADTDERIV","RUNLENGTH_","RUNLENGTH1","id"
"210",0.06,"E 6TH AVE","E","3  Principal Arterial - Other","1    Asphalt",44,4,3,10,23000,3,1.93,1.99,1119
"211",0.06,"W FLORIDA AVE","W","4  Minor Arterial","1    Asphalt",48,4,4,10,10000,1,0.61,0.67,1121
"212",0.07,"38TH ST","NW","4  Minor Arterial","1    Asphalt",30,4,2,18,15000,4,0.12,0.19,1122
"213",0.04,"W 14TH AVE","W","4  Minor Arterial","1    Asphalt",60,4,4,10,12000,3,0.63,0.67,1125
"214",0.06,"N BROADWAY","N","3  Principal Arterial - Other","1    Asphalt",72,2.5,5,10,33000,0,2.4,2.46,1126
"215",0.06,"15TH ST","NW","4  Minor Arterial","1    Asphalt",52,2.5,5,10,11000,3,0.38,0.44,1127
"216",0.045,"E 8TH AVE","E","4  Minor Arterial","1    Asphalt",44,4,3,10,12000,1,0.19,0.235,1132
"217",0.06,"E 6TH AVE","E","3  Principal Arterial - Other","1    Asphalt",44,4,3,10,23000,3,1.44,1.5,1140
"218",0.06,"S HOLLY ST","S","4  Minor Arterial","1    Asphalt",52,2.5,2,10,17000,3,2.32,2.38,1142
"219",0.04,"LARIMER ST","NE","4  Minor Arterial","1    Asphalt",44,4,4,11,12000,1,0.48,0.52,1143
"220",0.06,"W YALE AVE","W","4  Minor Arterial","1    Asphalt",36,1,2,10,9100,3,0.25,0.31,1151
"221",0.02,"W 38TH AVE","W","4  Minor Arterial","1    Asphalt",68,4,4,10,21000,3,0.62,0.64,1152
"222",0.06,"E ALAMEDA AVE","E","4  Minor Arterial","1    Asphalt",30,4,2,12,23000,0,0.98,1.04,1155
"223",0.05,"E MONTVIEW BLVD","E","4  Minor Arterial","1    Asphalt",56,4,4,10,11000,3,2.37,2.42,1156
"224",0.02,"W 6TH AVE","W","3  Principal Arterial - Other","1    Asphalt",60,4,5,10,30000,0,0.4,0.42,1166
"225",0.05,"S SYRACUSE WAY","S","4  Minor Arterial","1    Asphalt",24,4,2,10,10000,3,0.545,0.595,1170
"226",0.02,"E 23RD AVE","E","4  Minor Arterial","1    Asphalt",48,4,3,10,11000,3,3.45,3.47,1171
"227",0.05,"E 6TH AVE","E","3  Principal Arterial - Other","1    Asphalt",44,4,3,10,22000,3,2.74,2.79,1178
"228",0.02,"W FLORIDA AVE","W","4  Minor Arterial","1    Asphalt",44,4,4,10,12000,1,2.99,3.01,1183
"229",0.04,"W 14TH AVE","W","4  Minor Arterial","1    Asphalt",60,4,3,10,12000,3,0.67,0.71,1189
"230",0.11,"S YOSEMITE ST","S","4  Minor Arterial","1    Asphalt",36,4,5,10,27000,1,1.07,1.18,1196
"231",0.06,"E 8TH AVE","E","4  Minor Arterial","1    Asphalt",44,1,2,10,12000,1,1.085,1.145,1206
"232",0.03,"S SYRACUSE WAY","S","4  Minor Arterial","1    Asphalt",24,4,2,10,10000,3,0,0.03,1207
"233",0.05,"E YALE AVE","E","4  Minor Arterial","1    Asphalt",48,4,2,10,11000,3,1.568,1.618,1211
"234",0.04,"E 8TH AVE","E","3  Principal Arterial - Other","1    Asphalt",36,4,3,12,17000,3,0.66,0.7,1215
"235",0.09,"N YORK ST","N","4  Minor Arterial","1    Asphalt",44,4,4,10,14000,0,2.78,2.87,1219
"236",0.04,"W 8TH AVE","W","4  Minor Arterial","1    Asphalt",52,4,2,10,11000,3,3.52,3.56,1220
"237",0.19,"S QUEBEC ST","S","4  Minor Arterial","1    Asphalt",28,4,2,10,27000,3,0.41,0.6,1227
"238",0.04,"E ALAMEDA AVE","E","3  Principal Arterial - Other","1    Asphalt",44,4,6,10,34000,0,1.8,1.84,1234
"239",0.05,"W FLORIDA AVE","W","4  Minor Arterial","1    Asphalt",48,4,4,10,10000,1,1.65,1.7,1238
"240",0.12,"E 6TH AVENUE PKWY","E","4  Minor Arterial","1    Asphalt",140,4,4,10,17000,1,1.76,1.88,1240
"241",0.01,"N WASHINGTON ST","N","3  Principal Arterial - Other","1    Asphalt",40,1,4,10,22000,0,0.5,0.51,1241
"242",0.07,"STOUT ST","NE","4  Minor Arterial","1    Asphalt",48,4,3,10,4600,0,0.96,1.03,1251
"243",0.06,"W 8TH AVE","W","3  Principal Arterial - Other","1    Asphalt",52,4,4,10,30000,1,3.02,3.08,1255
"244",0.06,"E 14TH AVE","E","4  Minor Arterial","1    Asphalt",32,4,3,10,8400,1,2.93,2.99,1263
"245",0.06,"E 23RD AVE","E","4  Minor Arterial","1    Asphalt",48,4,3,10,11000,3,3.27,3.33,1278
"246",0.06,"20TH ST","NW","3  Principal Arterial - Other","1    Asphalt",48,2.5,5,12,26000,1,1.04,1.1,1282
"247",0.01,"E 6TH AVE","E","3  Principal Arterial - Other","1    Asphalt",44,4,3,10,22000,3,2.9,2.91,1296
"248",0.11,"N GRANT ST","N","4  Minor Arterial","1    Asphalt",52,1,3,10,4500,3,1.71,1.82,1298
"249",0.01,"W EVANS AVE","W","3  Principal Arterial - Other","1    Asphalt",52,2.5,4,12,30000,0,0.5,0.51,1303
"250",0.02,"CHAMPA ST","NE","4  Minor Arterial","1    Asphalt",36,4,1,12,7800,2,0.79,0.81,1318
"251",0.02,"E 6TH AVE","E","3  Principal Arterial - Other","1    Asphalt",44,4,3,10,22000,3,2.68,2.7,1322
"252",0.06,"W 8TH AVE","W","3  Principal Arterial - Other","1    Asphalt",20,4,4,10,28000,1,0,0.06,1323
"253",0.06,"E 13TH AVE","E","4  Minor Arterial","1    Asphalt",32,4,2,10,2600,3,4.215,4.275,1324
"254",0.02,"E 6TH AVENUE PKWY","E","4  Minor Arterial","1    Asphalt",140,4,4,10,17000,1,1.22,1.24,1327
"255",0.105,"N TOWER RD","N","4  Minor Arterial","1    Asphalt",24,2.5,4,10,26000,3,3.2,3.305,1329
"256",0.06,"E 14TH AVE","E","4  Minor Arterial","1    Asphalt",32,4,2,10,6200,3,4.11,4.17,1331
"257",0.09,"LAWRENCE ST","NE","4  Minor Arterial","1    Asphalt",40,4,2,12,1800,0,1.035,1.125,1334
"258",0.1,"E 40TH AVE","E","4  Minor Arterial","1    Asphalt",48,4,4,10,10000,0,1.36,1.46,1343
"259",0.06,"W 29TH AVE","W","4  Minor Arterial","1    Asphalt",44,1,3,10,6300,1,0.4,0.46,1345
"260",0.06,"W 8TH AVE","W","3  Principal Arterial - Other","1    Asphalt",40,4,4,10,30000,1,2.84,2.9,1353
"261",0.1,"W FLORIDA AVE","W","4  Minor Arterial","1    Asphalt",48,4,4,10,10000,1,1.5,1.6,1356
"262",0.03,"E 6TH AVENUE PKWY","E","4  Minor Arterial","1    Asphalt",140,4,4,10,17000,1,0.18,0.21,1358
"263",0.01,"AURARIA PKWY","N","3  Principal Arterial - Other","1    Asphalt",20,4,2,10,34000,0,0.78,0.79,1364
"264",0.06,"W YALE AVE","W","4  Minor Arterial","1    Asphalt",40,4,2,10,9000,3,1.81,1.87,1367
"265",0.1,"W 32ND AVE","W","4  Minor Arterial","1    Asphalt",34,2.5,2,10,6700,3,0.94,1.04,1374
"266",0.05,"E 6TH AVE","E","3  Principal Arterial - Other","1    Asphalt",40,4,4,10,30000,1,0.9,0.95,1375
"267",0.11,"N KALAMATH ST","N","4  Minor Arterial","1    Asphalt",48,4,3,10,12000,3,1.34,1.45,1379
"268",0.03,"E 14TH AVE","E","4  Minor Arterial","1    Asphalt",36,4,3,10,8700,1,2.09,2.12,1380
"269",0.02,"W 38TH AVE","W","4  Minor Arterial","1    Asphalt",68,4,4,10,21000,3,0.71,0.73,1385
"270",0.03,"E YALE AVE","E","4  Minor Arterial","1    Asphalt",40,1,2,10,11000,3,2.018,2.048,1387
"271",0.09,"N YORK ST","N","4  Minor Arterial","1    Asphalt",44,4,4,10,14000,0,2.33,2.42,1396
"272",0.06,"E 40TH AVE","E","4  Minor Arterial","1    Asphalt",44,4,4,10,10000,0,1.18,1.24,1397
"273",0.06,"E 23RD AVE","E","4  Minor Arterial","1    Asphalt",48,4,3,10,11000,3,2.73,2.79,1404
"274",0.01,"N PEORIA ST","N","4  Minor Arterial","1    Asphalt",48,4,4,12,43000,1,0.41,0.42,1407
"275",0.08,"BLAKE ST","NE","4  Minor Arterial","1    Asphalt",48,4,2,12,8200,0,1.98,2.06,1412
"276",0.09,"W EVANS AVE","W","3  Principal Arterial - Other","1    Asphalt",60,4,4,10,30000,0,1.11,1.2,1419
"277",0.19,"N TOWER RD","N","4  Minor Arterial","1    Asphalt",24,2.5,2,10,26000,3,0,0.19,1420
"278",0.03,"N LINCOLN ST","N","4  Minor Arterial","1    Asphalt",72,4,4,10,21000,1,2.13,2.16,1433
"279",0.04,"W EVANS AVE","W","3  Principal Arterial - Other","1    Asphalt",44,4,4,10,23000,0,0.2,0.24,1437
"280",0.12,"N LOGAN ST","N","4  Minor Arterial","1    Asphalt",32,4,2,10,6000,3,1.28,1.4,1440
"281",0.06,"E SMITH RD","E","4  Minor Arterial","1    Asphalt",22,1,2,10,5800,3,1.77,1.83,1445
"282",0.02,"E 8TH AVE","E","3  Principal Arterial - Other","1    Asphalt",36,4,3,10,18000,0,2,2.02,1455
"283",0.06,"S HOLLY ST","S","4  Minor Arterial","1    Asphalt",52,2.5,2,10,17000,3,1.66,1.72,1461
"284",0.09,"LARIMER ST","NE","4  Minor Arterial","1    Asphalt",56,4,2,12,12000,1,0.84,0.93,1462
"285",0.06,"E 17TH AVE","E","4  Minor Arterial","1    Asphalt",26,4,2,10,8500,3,1.24,1.3,1464
"286",0.03,"N DOWNING ST","N","4  Minor Arterial","1    Asphalt",40,4,2,10,11000,1,1.849,1.879,1468
"287",0.06,"W JEWELL AVE","W","4  Minor Arterial","1    Asphalt",48,4,4,10,12000,0,1.29,1.35,1469
"288",0.03,"E 40TH AVE","E","4  Minor Arterial","1    Asphalt",44,4,4,10,7900,1,0.73,0.76,1479
"289",0.04,"W 26TH AVE","W","4  Minor Arterial","1    Asphalt",32,1,2,10,7100,3,0.85,0.89,1480
"290",0.04,"E 17TH AVE","E","4  Minor Arterial","1    Asphalt",36,4,4,12,8500,3,0,0.04,1486
"291",0.07,"E 1ST AVE","E","4  Minor Arterial","1    Asphalt",32,4,2,11,6700,3,0.455,0.525,1500
"292",0.06,"E ALAMEDA AVE","E","4  Minor Arterial","1    Asphalt",40,4,4,10,23000,0,0.8,0.86,1502
"293",0.03,"18TH ST","NW","4  Minor Arterial","1    Asphalt",52,4,4,10,8600,0,0,0.03,1504
"294",0.07,"BLAKE ST","NE","4  Minor Arterial","1    Asphalt",44,4,2,12,1100,0,0.1,0.17,1510
"295",0.02,"E 11TH AVE","E","4  Minor Arterial","1    Asphalt",36,4,2,10,12000,3,0.83,0.85,1519
"296",0.07,"15TH ST","NW","4  Minor Arterial","1    Asphalt",62,2.5,3,10,11000,3,0.7,0.77,1535
"297",0.02,"E 8TH AVE","E","4  Minor Arterial","1    Asphalt",44,4,3,10,12000,1,0.855,0.875,1539
"298",0.06,"W 38TH AVE","W","4  Minor Arterial","1    Asphalt",68,2.5,4,12,22000,1,2.685,2.745,1540
"299",0.05,"W JEWELL AVE","W","4  Minor Arterial","1    Asphalt",48,4,2,12,12000,0,2.39,2.44,1541
"300",0.08,"W 38TH AVE","W","4  Minor Arterial","1    Asphalt",68,4,4,10,21000,3,0.38,0.46,1547
"301",0.21,"W FLORIDA AVE","W","4  Minor Arterial","1    Asphalt",48,4,4,10,10000,1,1.14,1.35,1551
"302",0.06,"E 14TH AVE","E","4  Minor Arterial","1    Asphalt",32,4,2,10,6200,3,5.13,5.19,1556
"303",0.01,"E SMITH RD","E","4  Minor Arterial","1    Asphalt",20,4,2,10,5800,3,1.92,1.93,1557
"304",0.13,"S QUEBEC ST","S","4  Minor Arterial","1    Asphalt",30,4,2,12,31000,3,0.07,0.2,1563
"305",0.05,"E YALE AVE","E","4  Minor Arterial","1    Asphalt",44,4,4,10,20000,1,0.05,0.1,1564
"306",0.105,"N WASHINGTON ST","N","4  Minor Arterial","1    Asphalt",32,4,2,10,5400,3,0.52,0.625,1586
"307",0.06,"E 8TH AVE","E","4  Minor Arterial","1    Asphalt",44,4,3,10,12000,1,0.13,0.19,1595
"308",0.02,"E 6TH AVE","E","3  Principal Arterial - Other","1    Asphalt",44,4,3,10,22000,3,2.48,2.5,1605
"309",0.105,"GREEN VALLEY RANCH BLVD","E","4  Minor Arterial","1    Asphalt",36,4,2,11,19000,3,2.51,2.615,1607
"310",0.013,"N BRIGHTON BLVD","NE","4  Minor Arterial","1    Asphalt",32,4,2,12,9300,1,1.037,1.05,1608
"311",0.11,"S MONACO STREET PKWY","S","4  Minor Arterial","1    Asphalt",78,4,5,10,24000,3,1.03,1.14,1615
"312",0.05,"20TH ST","NW","4  Minor Arterial","1    Asphalt",62,4,4,9,13000,1,0.34,0.39,1626
"313",0.06,"E 6TH AVE","E","3  Principal Arterial - Other","1    Asphalt",44,4,3,10,23000,3,1.62,1.68,1628
"314",0.06,"E 13TH AVE","E","4  Minor Arterial","1    Asphalt",32,4,2,10,6900,3,2.6,2.66,1629
"315",0.06,"LARIMER ST","NE","4  Minor Arterial","1    Asphalt",44,4,4,11,12000,1,0.39,0.45,1631
"316",0.12,"N KALAMATH ST","N","4  Minor Arterial","1    Asphalt",48,4,3,10,12000,3,1.63,1.75,1632
"317",0.02,"E 6TH AVE","E","3  Principal Arterial - Other","1    Asphalt",44,4,3,10,22000,3,2.22,2.24,1634
"318",0.02,"38TH ST","NW","4  Minor Arterial","1    Asphalt",20,4,2,18,15000,4,0.1,0.12,1637
"319",0.06,"E SPEER BLVD","E","3  Principal Arterial - Other","1    Asphalt",20,4,4,10,26000,2,0,0.06,1638
"320",0.13,"N TOWER RD","N","4  Minor Arterial","1    Asphalt",24,2.5,4,10,26000,3,2.81,2.94,1640
"321",0.06,"14TH ST","NW","4  Minor Arterial","1    Asphalt",52,4,4,10,3300,3,0.45,0.51,1642
"322",0.06,"E 6TH AVENUE PKWY","E","4  Minor Arterial","1    Asphalt",140,4,4,10,17000,1,0.45,0.51,1661
"323",0.06,"E 14TH AVE","E","4  Minor Arterial","1    Asphalt",32,4,2,10,6200,3,4.41,4.47,1664
"324",0.13,"S MONACO STREET PKWY","S","4  Minor Arterial","1    Asphalt",78,4,5,10,35000,3,0.22,0.35,1665
"325",0.06,"E ALAMEDA AVE","E","4  Minor Arterial","1    Asphalt",30,4,2,12,23000,0,1.22,1.28,1673
"326",0.06,"E MONTVIEW BLVD","E","4  Minor Arterial","1    Asphalt",56,4,4,10,11000,3,2.6,2.66,1674
"327",0.08,"N WASHINGTON ST","N","4  Minor Arterial","1    Asphalt",32,2.5,2,10,5300,3,0.19,0.27,1699
"328",0.04,"W 26TH AVE","W","4  Minor Arterial","1    Asphalt",32,1,2,10,7100,3,0.81,0.85,1704
"329",0.02,"20TH ST","NW","3  Principal Arterial - Other","1    Asphalt",52,1,5,10,26000,1,0.72,0.74,1705
"330",0.02,"S YOSEMITE ST","S","4  Minor Arterial","1    Asphalt",36,4,4,10,27000,1,1.83,1.85,1711
"331",0.07,"17TH ST","NW","4  Minor Arterial","1    Asphalt",66,1,5,10,5200,0,0.27,0.34,1723
"332",0.05,"E 6TH AVENUE PKWY","E","4  Minor Arterial","1    Asphalt",140,4,4,10,17000,1,0.99,1.04,1727
"333",0.11,"N UNIVERSITY BLVD","N","4  Minor Arterial","1    Asphalt",36,4,2,10,14000,2,0.46,0.57,1729
"334",0.04,"E ALAMEDA AVE","E","3  Principal Arterial - Other","1    Asphalt",52,4,6,10,38000,2,0.4,0.44,1741
"335",0.05,"W YALE AVE","W","4  Minor Arterial","1    Asphalt",36,1,2,10,9100,3,0.67,0.72,1753
"336",0.1,"S QUEBEC ST","S","4  Minor Arterial","1    Asphalt",70,4,4,12,21000,3,0.14,0.24,1755
"337",0.04,"19TH ST","NW","4  Minor Arterial","1    Asphalt",52,2.5,3,10,5800,0,0.72,0.76,1756
"338",0.01,"E YALE AVE","E","4  Minor Arterial","1    Asphalt",40,4,2,10,6600,1,0.548,0.558,1757
"339",0.04,"N CORONA ST","NW","4  Minor Arterial","1    Asphalt",32,2.5,2,10,4300,3,0,0.04,1761
"340",0.08,"W 13TH AVE","W","4  Minor Arterial","1    Asphalt",44,4,4,10,12000,3,0.08,0.16,1763
"341",0.06,"W 29TH AVE","W","4  Minor Arterial","1    Asphalt",44,4,2,10,8500,3,1.265,1.325,1769
"342",0.03,"20TH ST","NW","3  Principal Arterial - Other","1    Asphalt",20,4,4,10,26000,1,0.05,0.08,1770
"343",0.06,"S MONACO STREET PKWY","S","4  Minor Arterial","1    Asphalt",78,4,5,10,21000,3,1.73,1.79,1772
"344",0.06,"E 17TH AVE","E","4  Minor Arterial","1    Asphalt",36,4,2,12,8500,3,0.4,0.46,1784
"345",0.07,"38TH ST","NW","3  Principal Arterial - Other","1    Asphalt",50,4,4,10,39000,2,0.25,0.32,1805
"346",0.04,"E ALAMEDA AVE","E","3  Principal Arterial - Other","1    Asphalt",44,4,6,10,34000,0,1.96,2,1815
"347",0.06,"E YALE AVE","E","4  Minor Arterial","1    Asphalt",40,4,2,10,6600,1,0.798,0.858,1816
"348",0.02,"N YORK ST","N","4  Minor Arterial","1    Asphalt",36,4,2,10,3400,3,4.02,4.04,1824
"349",0.05,"W 8TH AVE","W","4  Minor Arterial","1    Asphalt",50,4,4,10,11000,3,3.32,3.37,1825
"350",0.06,"15TH ST","NW","4  Minor Arterial","1    Asphalt",44,2.5,4,11,11000,1,0.83,0.89,1829
"351",0.07,"STOUT ST","NE","4  Minor Arterial","1    Asphalt",48,4,2,12,5700,0,1.86,1.93,1834
"352",0.1,"E YALE AVE","E","4  Minor Arterial","1    Asphalt",48,4,2,11,13000,1,0.07,0.17,1836
"353",0.03,"E 6TH AVE","E","3  Principal Arterial - Other","1    Asphalt",44,4,3,10,22000,3,2.7,2.73,1842
"354",0.06,"E 13TH AVE","E","4  Minor Arterial","1    Asphalt",32,4,2,10,2600,3,4.335,4.395,1843
"355",0.01,"N BROADWAY","N","3  Principal Arterial - Other","1    Asphalt",72,2.5,4,10,18000,1,1.35,1.36,1849
"356",0.06,"W 44TH AVE","W","4  Minor Arterial","1    Asphalt",34,4,2,10,6900,3,1.39,1.45,1856
"357",0.02,"E 6TH AVE","E","3  Principal Arterial - Other","1    Asphalt",44,4,3,10,23000,3,1.68,1.7,1862
"358",0.01,"N WASHINGTON ST","NW","3  Principal Arterial - Other","1    Asphalt",28,4,2,10,39000,2,0.09,0.1,1867
"359",0.06,"E 14TH AVE","E","4  Minor Arterial","1    Asphalt",36,4,3,10,8700,1,1.91,1.97,1868
"360",0.08,"E ALAMEDA AVE","E","3  Principal Arterial - Other","1    Asphalt",30,4,2,10,33000,0,3.72,3.8,1870
"361",0.02,"N PECOS ST","N","4  Minor Arterial","1    Asphalt",54,4,4,10,14000,3,1.37,1.39,1879
"362",0.06,"W 26TH AVE","W","4  Minor Arterial","1    Asphalt",36,4,2,10,7100,3,1.88,1.94,1887
"363",0.01,"20TH ST","NW","3  Principal Arterial - Other","1    Asphalt",48,1,5,12,26000,1,0.87,0.88,1888
"364",0.05,"15TH ST","NW","4  Minor Arterial","1    Asphalt",48,2.5,5,10,12000,1,1.58,1.63,1889
"365",0.06,"E 13TH AVE","E","4  Minor Arterial","1    Asphalt",36,4,2,10,2600,3,4.815,4.875,1894
"366",0.12,"N LOWELL BLVD","N","4  Minor Arterial","1    Asphalt",44,4,2,10,17000,3,2.775,2.895,1900
"367",0.02,"N GRANT ST","N","4  Minor Arterial","1    Asphalt",52,1,2,10,3700,3,2.11,2.13,1901
"368",0.06,"15TH ST","NW","4  Minor Arterial","1    Asphalt",52,2.5,5,10,11000,3,0.25,0.31,1909
"369",0.09,"BLAKE ST","NE","4  Minor Arterial","1    Asphalt",44,4,2,12,6900,3,1.42,1.51,1911
"370",0.06,"MARKET ST","NE","4  Minor Arterial","1    Asphalt",48,4,3,12,5500,0,0.4,0.46,1912
"371",0.07,"E 23RD AVE","E","4  Minor Arterial","1    Asphalt",34,4,2,10,13000,3,0.57,0.64,1916
"372",0.09,"N YORK ST","N","4  Minor Arterial","1    Asphalt",44,4,4,10,14000,0,1.79,1.88,1917
"373",0.06,"E 13TH AVE","E","4  Minor Arterial","1    Asphalt",32,4,2,10,6900,3,3.48,3.54,1918
"374",0.01,"W EVANS AVE","W","3  Principal Arterial - Other","1    Asphalt",52,2.5,4,12,30000,0,0.32,0.33,1931
"375",0.32,"GREEN VALLEY RANCH BLVD","E","4  Minor Arterial","1    Asphalt",36,4,2,11,19000,3,2.615,2.935,1939
"376",0.005,"N BROADWAY","N","3  Principal Arterial - Other","1    Asphalt",72,2.5,5,10,33000,0,2.04,2.045,1945
"377",0.15,"S MONACO STREET PKWY","S","4  Minor Arterial","1    Asphalt",78,1,4,10,28000,3,0.62,0.77,1947
"378",0.11,"S YOSEMITE ST","S","4  Minor Arterial","1    Asphalt",36,4,4,10,27000,1,1.52,1.63,1952
"379",0.03,"W 32ND AVE","W","4  Minor Arterial","1    Asphalt",34,2.5,2,10,6700,3,1.21,1.24,1959
"380",0.02,"E 6TH AVE","E","3  Principal Arterial - Other","1    Asphalt",44,4,3,10,22000,3,2.28,2.3,1960
"381",0.06,"W FLORIDA AVE","W","4  Minor Arterial","1    Asphalt",48,4,4,10,10000,1,0.73,0.79,1962
"382",0.18,"E SMITH RD","E","4  Minor Arterial","1    Asphalt",22,1,2,11,5800,3,0.92,1.1,1969
"383",0.005,"AURARIA PKWY","NE","3  Principal Arterial - Other","1    Asphalt",44,1,3,12,32000,3,0.495,0.5,1970
"384",0.05,"E FLORIDA AVE","E","4  Minor Arterial","1    Asphalt",44,4,2,10,11000,3,2.065,2.115,1972
"385",0.05,"S EMERSON ST","S","4  Minor Arterial","1    Asphalt",32,4,1,12,1900,2,0.77,0.82,1973
"386",0.07,"E 40TH AVE","E","4  Minor Arterial","1    Asphalt",44,4,4,10,10000,0,1.485,1.555,1980
"387",0.001,"N BRIGHTON BLVD","NE","4  Minor Arterial","1    Asphalt",32,4,2,12,6200,4,0.125,0.126,1985
"388",0.06,"E 14TH AVE","E","4  Minor Arterial","1    Asphalt",36,4,3,10,8700,1,2.21,2.27,1988
"389",0.02,"W JEWELL AVE","W","4  Minor Arterial","1    Asphalt",48,4,2,12,12000,0,1.66,1.68,1992
"390",0.04,"N CORONA ST","N","4  Minor Arterial","1    Asphalt",32,2.5,2,10,4300,3,0.25,0.29,1997
"391",0.06,"E 13TH AVE","E","4  Minor Arterial","1    Asphalt",44,4,3,10,10000,3,0.46,0.52,2006
"392",0.02,"S MONACO STREET PKWY","S","4  Minor Arterial","1    Asphalt",76,4,4,10,12000,0,2.27,2.29,2007
"393",0.05,"E ALAMEDA AVE","E","3  Principal Arterial - Other","1    Asphalt",44,4,4,10,29000,0,1.6,1.65,2014
"394",0.03,"N BROADWAY","N","3  Principal Arterial - Other","1    Asphalt",72,2.5,5,10,33000,0,2.37,2.4,2024
"395",0.07,"E ALAMEDA AVE","E","3  Principal Arterial - Other","1    Asphalt",44,4,4,10,27000,0,0.6,0.67,2035
"396",0.06,"W 29TH AVE","W","4  Minor Arterial","1    Asphalt",36,4,2,10,8500,3,2.115,2.175,2036
"397",0.09,"LARIMER ST","NE","4  Minor Arterial","1    Asphalt",44,1,4,11,5000,3,0.21,0.3,2040
"398",0.09,"LAWRENCE ST","NE","4  Minor Arterial","1    Asphalt",40,4,3,13,5400,1,0.585,0.675,2048
"399",0.105,"N DOWNING ST","N","4  Minor Arterial","1    Asphalt",32,4,2,10,7800,3,1.17,1.275,2049
"400",0.06,"E 13TH AVE","E","4  Minor Arterial","1    Asphalt",32,4,2,10,10000,3,2.18,2.24,2061
"401",0.06,"S HOLLY ST","S","4  Minor Arterial","1    Asphalt",52,2.5,2,10,17000,3,2.15,2.21,2062
"402",0.05,"N SYRACUSE ST","N","4  Minor Arterial","1    Asphalt",71,4,2,10,3900,3,0.03,0.08,2064
"403",0.06,"E 17TH AVE","E","4  Minor Arterial","1    Asphalt",36,4,2,12,8500,3,0.22,0.28,2065
"404",0.03,"N MONACO ST","N","4  Minor Arterial","1    Asphalt",44,4,4,10,10000,3,3.785,3.815,2068
"405",0.05,"E YALE WAY","E","4  Minor Arterial","1    Asphalt",48,4,2,10,11000,3,1.728,1.778,2071
"406",0.04,"BLAKE ST","NE","4  Minor Arterial","1    Asphalt",44,4,3,11,7800,0,2.28,2.32,2072
"407",0.12,"N DOWNING STREET PKWY","N","4  Minor Arterial","1    Asphalt",98,4,4,12,22000,3,0,0.12,2077
"408",0.03,"S EMERSON ST","S","4  Minor Arterial","1    Asphalt",32,4,1,12,1900,2,0.89,0.92,2078
"409",0.06,"N PECOS ST","N","4  Minor Arterial","1    Asphalt",34,4,2,10,14000,3,1.57,1.63,2083
"410",0.04,"W 8TH AVE","W","3  Principal Arterial - Other","1    Asphalt",40,4,4,10,30000,1,2.66,2.7,2085
"411",0.08,"W 13TH AVE","W","4  Minor Arterial","1    Asphalt",36,4,3,10,12000,3,0.52,0.6,2086
"412",0.02,"E 6TH AVE","E","3  Principal Arterial - Other","1    Asphalt",44,4,3,10,23000,3,1.6,1.62,2089
"413",0.06,"E 13TH AVE","E","4  Minor Arterial","1    Asphalt",32,4,2,10,10000,3,1.88,1.94,2090
"414",0.12,"S DOWNING STREET PKWY","S","4  Minor Arterial","1    Asphalt",98,4,4,10,22000,3,0,0.12,2091
"415",0.1,"N BRIGHTON BLVD","NE","4  Minor Arterial","1    Asphalt",32,4,2,12,6200,4,0.137,0.237,2092
"416",0.08,"N PECOS ST","N","4  Minor Arterial","1    Asphalt",38,4,2,12,2200,2,0,0.08,2103
"417",0.11,"S YOSEMITE ST","S","4  Minor Arterial","1    Asphalt",36,4,4,10,27000,1,1.33,1.44,2115
"418",0.12,"N MONACO STREET PKWY","N","4  Minor Arterial","1    Asphalt",154,4,4,10,10000,3,3.115,3.235,2120
"419",0.01,"W EVANS AVE","W","3  Principal Arterial - Other","1    Asphalt",20,2.5,4,12,30000,0,0.39,0.4,2128
"420",0.01,"20TH ST","NW","3  Principal Arterial - Other","1    Asphalt",20,4,5,10,26000,1,0.85,0.86,2130
"421",0.01,"E FLORIDA AVE","E","4  Minor Arterial","1    Asphalt",44,4,2,10,11000,3,2.055,2.065,2135
"422",0.07,"E ALAMEDA AVE","E","3  Principal Arterial - Other","1    Asphalt",44,4,4,10,27000,0,0.53,0.6,2143
"423",0.11,"N JOSEPHINE ST","N","4  Minor Arterial","1    Asphalt",36,4,3,10,17000,3,0.31,0.42,2150
"424",0.06,"E FLORIDA AVE","E","4  Minor Arterial","1    Asphalt",30,2.5,2,10,5500,3,0.535,0.595,2157
"425",0.06,"E MONTVIEW BLVD","E","4  Minor Arterial","1    Asphalt",56,4,4,10,11000,3,2.48,2.54,2165
"426",0.03,"W 13TH AVE","W","4  Minor Arterial","1    Asphalt",36,4,3,10,12000,3,0.49,0.52,2168
"427",0.06,"20TH ST","NW","3  Principal Arterial - Other","1    Asphalt",20,4,5,10,26000,1,0.88,0.94,2173
"428",0.05,"S LOWELL BLVD","S","4  Minor Arterial","1    Asphalt",46,1,2,10,9400,3,0.22,0.27,2180
"429",0.08,"N BRIGHTON BLVD","NE","3  Principal Arterial - Other","1    Asphalt",50,4,4,10,16000,1,0.5,0.58,2190
"430",0.08,"W 26TH AVE","W","4  Minor Arterial","1    Asphalt",32,1,2,10,7100,3,0.65,0.73,2191
"431",0.01,"N BROADWAY","N","3  Principal Arterial - Other","1    Asphalt",72,2.5,4,10,26000,1,1.7,1.71,2192
