"","SEG_LENGTH","ROUTENAME","SEGMDIR","FUNCCLASSI","SURFNAME","SURFWD","PSI","THRULNQTY","THRULNWD","AADT","AADTDERIV","RUNLENGTH_","RUNLENGTH1","id"
"432",0.03,"E 8TH AVE","E","4  Minor Arterial","1    Asphalt",44,4,3,10,12000,1,0.1,0.13,2196
"433",0.01,"S QUEBEC ST","S","4  Minor Arterial","1    Asphalt",48,4,4,10,31000,3,0.18,0.19,2197
"434",0.02,"E YALE AVE","E","4  Minor Arterial","1    Asphalt",50,4,4,11,31000,0,0.07,0.09,2200
"435",0.09,"CHAMPA ST","NE","4  Minor Arterial","1    Asphalt",48,4,3,10,6100,3,1.08,1.17,2204
"436",0.01,"E 6TH AVE","E","3  Principal Arterial - Other","1    Asphalt",44,4,3,10,23000,3,1.99,2,2207
"437",0.03,"LAWRENCE ST","NE","4  Minor Arterial","1    Asphalt",40,4,2,12,1800,0,1.305,1.335,2218
"438",0.04,"E FLORIDA AVE","E","4  Minor Arterial","1    Asphalt",44,4,2,10,11000,3,2.445,2.485,2219
"439",0.09,"N YORK ST","N","4  Minor Arterial","1    Asphalt",40,4,2,10,6700,3,3.7,3.79,2224
"440",0.1,"N BRIGHTON BLVD","NE","3  Principal Arterial - Other","1    Asphalt",50,4,4,10,16000,1,0,0.1,2225
"441",0.03,"E 18TH AVE","E","4  Minor Arterial","1    Asphalt",40,2.5,3,12,11000,1,0.58,0.61,2230
"442",0.09,"S EMERSON ST","S","4  Minor Arterial","1    Asphalt",32,4,1,12,1900,2,1.13,1.22,2231
"443",0.03,"W 44TH AVE","W","4  Minor Arterial","1    Asphalt",34,4,2,10,6900,3,1.79,1.82,2232
"444",0.03,"E 6TH AVE","E","3  Principal Arterial - Other","1    Asphalt",44,4,3,10,22000,3,2.15,2.18,2242
"445",0.06,"E FLORIDA AVE","E","4  Minor Arterial","1    Asphalt",44,4,2,10,11000,3,2.625,2.685,2243
"446",0.05,"N JACKSON ST","N","4  Minor Arterial","1    Asphalt",36,2.5,2,10,1500,4,0,0.05,2245
"447",0.06,"E FLORIDA AVE","E","4  Minor Arterial","1    Asphalt",36,4,2,10,5500,3,1.025,1.085,2254
"448",0.06,"W 38TH AVE","W","4  Minor Arterial","1    Asphalt",68,2.5,4,12,22000,1,2.265,2.325,2256
"449",0.06,"E 6TH AVE","E","3  Principal Arterial - Other","1    Asphalt",44,4,3,10,30000,1,1.14,1.2,2263
"450",0.06,"E 13TH AVE","E","4  Minor Arterial","1    Asphalt",32,4,2,10,10000,3,2.12,2.18,2264
"451",0.06,"S QUEBEC ST","S","4  Minor Arterial","1    Asphalt",70,4,4,11,21000,3,0.22,0.28,2274
"452",0.06,"E YALE AVE","E","4  Minor Arterial","1    Asphalt",40,4,2,10,6600,1,1.108,1.168,2276
"453",0.01,"GREEN VALLEY RANCH BLVD","E","4  Minor Arterial","1    Asphalt",36,2.5,4,12,3200,0,3.955,3.965,2279
"454",0.08,"W 6TH AVE","W","3  Principal Arterial - Other","1    Asphalt",84,4,6,10,30000,0,0,0.08,2288
"455",0.04,"E 11TH AVE","E","4  Minor Arterial","1    Asphalt",36,4,2,10,12000,3,0.92,0.96,2294
"456",0.01,"E 8TH AVE","E","3  Principal Arterial - Other","1    Asphalt",36,4,3,12,17000,3,0.8,0.81,2303
"457",0.02,"W 26TH AVE","W","4  Minor Arterial","1    Asphalt",36,4,2,10,7100,3,1.6,1.62,2309
"458",0.03,"E 8TH AVE","E","4  Minor Arterial","1    Asphalt",44,4,2,10,12000,1,0.645,0.675,2315
"459",0.01,"N YORK ST","N","4  Minor Arterial","1    Asphalt",36,4,2,10,13000,1,0.16,0.17,2318
"460",0.06,"E FLORIDA AVE","E","4  Minor Arterial","1    Asphalt",44,4,2,10,11000,3,2.115,2.175,2338
"461",0.22,"W YALE AVE","W","4  Minor Arterial","1    Asphalt",30,4,2,10,9000,3,0.13,0.35,2339
"462",0.03,"E YALE AVE","E","4  Minor Arterial","1    Asphalt",50,4,4,10,31000,0,0.1,0.13,2342
"463",0.05,"S HOLLY ST","S","4  Minor Arterial","1    Asphalt",52,2.5,2,10,17000,3,1.61,1.66,2349
"464",0.06,"E 17TH AVE","E","4  Minor Arterial","1    Asphalt",26,4,2,10,8500,3,0.7,0.76,2352
"465",0.03,"E ALAMEDA AVE","E","3  Principal Arterial - Other","1    Asphalt",30,4,2,10,33000,0,3.36,3.39,2355
"466",0.01,"N HAVANA ST","N","4  Minor Arterial","1    Asphalt",72,1,4,10,14000,4,1.01,1.02,2366
"467",0.11,"N SANTA FE DR","N","4  Minor Arterial","1    Asphalt",52,2.5,3,10,19000,3,0.51,0.62,2372
"468",0.12,"W 32ND AVE","W","4  Minor Arterial","1    Asphalt",40,4,2,10,6700,3,0.06,0.18,2376
"469",0.11,"N LOGAN ST","N","4  Minor Arterial","1    Asphalt",32,4,2,10,6000,3,1.4,1.51,2381
"470",0.02,"AURARIA PKWY","NE","3  Principal Arterial - Other","1    Asphalt",44,1,3,11,34000,0,0.28,0.3,2385
"471",0.06,"E FLORIDA AVE","E","4  Minor Arterial","1    Asphalt",30,2.5,2,10,5500,3,0.295,0.355,2387
"472",0.05,"W YALE AVE","W","4  Minor Arterial","1    Asphalt",36,1,2,10,9100,3,1.25,1.3,2396
"473",0.04,"19TH ST","NW","4  Minor Arterial","1    Asphalt",66,4,4,10,8500,0,0.52,0.56,2398
"474",0.06,"E 8TH AVE","E","4  Minor Arterial","1    Asphalt",44,1,2,10,12000,1,1.685,1.745,2405
"475",0.045,"S SYRACUSE WAY","S","4  Minor Arterial","1    Asphalt",24,4,2,10,10000,3,0.45,0.495,2406
"476",0.03,"E ALAMEDA AVE","E","3  Principal Arterial - Other","1    Asphalt",44,4,4,10,29000,0,1.5,1.53,2412
"477",0.03,"E 6TH AVE","E","3  Principal Arterial - Other","1    Asphalt",44,4,4,10,22000,3,3.12,3.15,2415
"478",0.06,"E 18TH AVE","E","4  Minor Arterial","1    Asphalt",40,2.5,3,12,11000,1,0.11,0.17,2428
"479",0.02,"E 6TH AVE","E","3  Principal Arterial - Other","1    Asphalt",44,4,3,10,22000,3,2.66,2.68,2440
"480",0.05,"LAWRENCE ST","NE","4  Minor Arterial","1    Asphalt",40,4,3,13,5400,1,0.945,0.995,2450
"481",0.05,"S EMERSON ST","S","4  Minor Arterial","1    Asphalt",32,4,1,12,1900,2,0.22,0.27,2452
"482",0.02,"W 38TH AVE","W","4  Minor Arterial","1    Asphalt",44,4,4,10,21000,3,0,0.02,2453
"483",0.07,"N BRIGHTON BLVD","NE","4  Minor Arterial","1    Asphalt",50,4,4,10,10000,4,1.3,1.37,2457
"484",0.05,"E 6TH AVE","E","3  Principal Arterial - Other","1    Asphalt",60,2.5,4,10,30000,1,0.75,0.8,2460
"485",0.1,"S HOLLY ST","S","4  Minor Arterial","1    Asphalt",52,2.5,2,10,17000,3,1.99,2.09,2462
"486",0.06,"18TH ST","NW","4  Minor Arterial","1    Asphalt",66,4,4,10,8600,0,0.38,0.44,2473
"487",0.04,"N PECOS ST","N","4  Minor Arterial","1    Asphalt",54,4,4,10,14000,3,1.33,1.37,2474
"488",0.11,"N CLARKSON ST","N","4  Minor Arterial","1    Asphalt",32,4,2,12,3800,3,0.755,0.865,2475
"489",0.09,"STOUT ST","NE","4  Minor Arterial","1    Asphalt",48,4,2,12,4300,2,1.14,1.23,2487
"490",0.05,"S KALAMATH ST","S","4  Minor Arterial","1    Asphalt",62,4,3,10,12000,3,0.18,0.23,2491
"491",0.14,"GREEN VALLEY RANCH BLVD","E","4  Minor Arterial","1    Asphalt",36,4,2,11,19000,3,2.27,2.41,2497
"492",0.02,"W FLORIDA AVE","W","4  Minor Arterial","1    Asphalt",44,4,4,10,12000,1,2.2,2.22,2498
"493",0.055,"N BROADWAY","N","3  Principal Arterial - Other","1    Asphalt",72,2.5,5,10,33000,0,2.045,2.1,2503
"494",0.18,"MORRISON RD","SW","4  Minor Arterial","1    Asphalt",48,4,2,10,13000,3,0.74,0.92,2514
"495",0.03,"E ALAMEDA AVE","E","3  Principal Arterial - Other","1    Asphalt",44,4,4,10,29000,0,1.47,1.5,2523
"496",0.06,"W 14TH AVE","W","4  Minor Arterial","1    Asphalt",36,4,3,10,6600,1,0.39,0.45,2533
"497",0.02,"N BROADWAY","N","3  Principal Arterial - Other","1    Asphalt",72,4,5,10,23000,1,1.8,1.82,2534
"498",0.07,"14TH ST","NW","4  Minor Arterial","1    Asphalt",68,4,4,11,3300,3,0.76,0.83,2535
"499",0.1,"PARK AVE","NW","4  Minor Arterial","1    Asphalt",60,4,4,10,15000,3,0.36,0.46,2545
"500",0.12,"S DOWNING ST","S","4  Minor Arterial","1    Asphalt",36,4,2,10,16000,3,2.48,2.6,2550
"501",0.01,"W EVANS AVE","W","3  Principal Arterial - Other","1    Asphalt",52,2.5,4,12,32000,1,0.27,0.28,2554
"502",0.02,"S MONACO STREET PKWY","S","4  Minor Arterial","1    Asphalt",60,4,4,10,25000,1,0.88,0.9,2557
"503",0.07,"S EMERSON ST","S","4  Minor Arterial","1    Asphalt",32,4,1,12,1900,2,0.82,0.89,2561
"504",0.03,"N SYRACUSE ST","N","4  Minor Arterial","1    Asphalt",71,4,2,10,3900,3,0,0.03,2576
"505",0.02,"E 6TH AVE","E","3  Principal Arterial - Other","1    Asphalt",44,4,3,10,22000,3,3.03,3.05,2583
"506",0.05,"N DOWNING STREET PKWY","N","4  Minor Arterial","1    Asphalt",36,2.5,2,10,7800,3,0.16,0.21,2589
"507",0.08,"N YORK ST","N","4  Minor Arterial","1    Asphalt",36,4,2,10,3400,3,4.06,4.14,2590
"508",0.03,"W 6TH AVE","W","3  Principal Arterial - Other","1    Asphalt",60,4,5,10,30000,0,0.23,0.26,2593
"509",0.08,"E 20TH AVE","E","4  Minor Arterial","1    Asphalt",40,4,2,10,4900,3,0.076,0.156,2596
"510",0.08,"N WASHINGTON ST","N","3  Principal Arterial - Other","1    Asphalt",40,1,2,10,22000,0,0.82,0.9,2612
"511",0.06,"W 14TH AVE","W","4  Minor Arterial","1    Asphalt",40,4,4,10,12000,3,0.57,0.63,2613
"512",0.02,"W 38TH AVE","W","4  Minor Arterial","1    Asphalt",68,2.5,4,12,22000,1,2.325,2.345,2621
"513",0.03,"E 14TH AVE","E","4  Minor Arterial","1    Asphalt",32,4,2,10,6200,3,5.04,5.07,2634
"514",0.06,"E SMITH RD","E","4  Minor Arterial","1    Asphalt",22,1,2,10,5800,3,1.71,1.77,2635
"515",0.02,"W YALE AVE","W","4  Minor Arterial","1    Asphalt",36,1,2,10,9100,3,1.08,1.1,2639
"516",0.09,"N CORONA ST","N","4  Minor Arterial","1    Asphalt",32,2.5,2,10,4300,3,0.04,0.13,2646
"517",0.04,"W 8TH AVE","W","3  Principal Arterial - Other","1    Asphalt",40,4,4,10,30000,1,2.8,2.84,2647
"518",0.06,"W 13TH AVE","W","4  Minor Arterial","1    Asphalt",36,4,3,10,12000,3,0.37,0.43,2648
"519",0.01,"E 40TH AVE","E","4  Minor Arterial","1    Asphalt",44,4,4,10,7900,1,1.06,1.07,2653
"520",0.11,"N LOGAN ST","N","4  Minor Arterial","1    Asphalt",32,4,2,10,6000,3,1.51,1.62,2659
"521",0.03,"W 32ND AVE","W","4  Minor Arterial","1    Asphalt",34,2.5,2,10,6700,3,1.24,1.27,2665
"522",0.15,"S HOLLY ST","S","4  Minor Arterial","1    Asphalt",52,2.5,2,10,17000,3,1.72,1.87,2668
"523",0.07,"N BROADWAY","N","3  Principal Arterial - Other","1    Asphalt",72,2.5,6,10,24000,1,1.4,1.47,2670
"524",0.06,"E 14TH AVE","E","4  Minor Arterial","1    Asphalt",32,4,2,10,6200,3,5.07,5.13,2671
"525",0.04,"W 38TH AVE","W","4  Minor Arterial","1    Asphalt",68,4,4,10,21000,3,1.155,1.195,2677
"526",0.06,"N PECOS ST","N","4  Minor Arterial","1    Asphalt",34,4,2,10,14000,3,1.8,1.86,2681
"527",0.07,"E 8TH AVE","E","3  Principal Arterial - Other","1    Asphalt",48,4,5,10,18000,0,2.41,2.48,2683
"528",0.03,"S WASHINGTON ST","S","4  Minor Arterial","1    Asphalt",32,4,2,10,5300,3,1.48,1.51,2687
"529",0.01,"E 40TH AVE","E","4  Minor Arterial","1    Asphalt",44,4,4,10,7900,1,0.66,0.67,2688
"530",0.01,"15TH ST","NW","4  Minor Arterial","1    Asphalt",20,4,4,10,12000,1,1.64,1.65,2691
"531",0.03,"S YOSEMITE ST","S","4  Minor Arterial","1    Asphalt",20,4,4,10,20000,1,1.9,1.93,2694
"532",0.01,"E YALE AVE","E","4  Minor Arterial","1    Asphalt",40,4,2,10,6600,1,0.968,0.978,2699
"533",0.03,"E 8TH AVE","E","3  Principal Arterial - Other","1    Asphalt",36,4,3,11,20000,3,1.17,1.2,2703
"534",0.05,"S MONACO STREET PKWY","S","4  Minor Arterial","1    Asphalt",78,4,5,10,24000,3,0.87,0.92,2712
"535",0.01,"S KALAMATH ST","S","4  Minor Arterial","1    Asphalt",20,4,3,10,12000,3,0.11,0.12,2720
"536",0.12,"W FLORIDA AVE","W","4  Minor Arterial","1    Asphalt",44,4,4,10,12000,1,1.96,2.08,2726
"537",0.06,"W 14TH AVE","W","4  Minor Arterial","1    Asphalt",36,4,3,10,6600,1,0.45,0.51,2730
"538",0.06,"E SMITH RD","E","4  Minor Arterial","1    Asphalt",22,1,2,10,5800,3,1.83,1.89,2733
"539",0.02,"LARIMER ST","NE","4  Minor Arterial","1    Asphalt",33,4,2,11,3000,0,0.51,0.53,2735
"540",0.06,"W 44TH AVE","W","4  Minor Arterial","1    Asphalt",34,4,2,10,6900,3,1.45,1.51,2738
"541",0.03,"E YALE AVE","E","4  Minor Arterial","1    Asphalt",44,4,3,10,20000,1,0.01,0.04,2740
"542",0.07,"W 6TH AVE","W","3  Principal Arterial - Other","1    Asphalt",60,4,5,10,30000,0,0.51,0.58,2745
"543",0.06,"E 13TH AVE","E","4  Minor Arterial","1    Asphalt",32,4,2,10,10000,3,1.76,1.82,2746
"544",0.02,"E ALAMEDA AVE","E","4  Minor Arterial","1    Asphalt",30,4,2,12,23000,0,1.08,1.1,2759
"545",0.06,"N PECOS ST","N","4  Minor Arterial","1    Asphalt",34,4,2,10,14000,3,1.86,1.92,2760
"546",0.07,"E 13TH AVE","E","4  Minor Arterial","1    Asphalt",36,4,2,10,10000,3,1.07,1.14,2771
"547",0.08,"S SYRACUSE WAY","S","4  Minor Arterial","1    Asphalt",24,4,2,10,10000,3,0.05,0.13,2774
"548",0.06,"E 11TH AVE","E","4  Minor Arterial","1    Asphalt",32,4,2,10,12000,3,0.61,0.67,2776
"549",0.02,"E ALAMEDA AVE","E","3  Principal Arterial - Other","1    Asphalt",44,4,6,10,34000,0,1.88,1.9,2780
"550",0.02,"E YALE AVE","E","4  Minor Arterial","1    Asphalt",36,4,2,10,4800,3,0.17,0.19,2782
"551",0.04,"E ALAMEDA AVE","E","4  Minor Arterial","1    Asphalt",52,4,4,10,23000,0,0.06,0.1,2783
"552",0.1,"N GRANT ST","N","4  Minor Arterial","1    Asphalt",52,1,3,10,10000,1,1.17,1.27,2785
"553",0.06,"W 26TH AVE","W","4  Minor Arterial","1    Asphalt",32,1,2,10,7100,3,1.21,1.27,2793
"554",0.07,"14TH ST","NW","4  Minor Arterial","1    Asphalt",52,1,4,10,3300,3,0.06,0.13,2795
"555",0.18,"E 23RD AVE","E","4  Minor Arterial","1    Asphalt",44,2.5,4,10,13000,3,1.39,1.57,2801
"556",0.07,"W 29TH AVE","W","4  Minor Arterial","1    Asphalt",44,4,3,10,6300,1,0.07,0.14,2827
"557",0.07,"15TH ST","NW","4  Minor Arterial","1    Asphalt",40,2.5,3,10,12000,1,1.03,1.1,2829
"558",0.13,"BLAKE ST","NE","4  Minor Arterial","1    Asphalt",44,4,2,12,6900,3,1.29,1.42,2831
"559",0.1,"N YORK ST","N","4  Minor Arterial","1    Asphalt",36,4,2,10,15000,3,0.29,0.39,2835
"560",0.06,"E 13TH AVE","E","4  Minor Arterial","1    Asphalt",32,4,2,10,6900,3,3.32,3.38,2845
"561",0.01,"N IRVING ST","N","4  Minor Arterial","1    Asphalt",46,4,4,10,2700,3,0.06,0.07,2847
"562",0.03,"N BROADWAY","N","3  Principal Arterial - Other","1    Asphalt",72,2.5,6,10,15000,0,1.19,1.22,2851
"563",0.06,"E 14TH AVE","E","4  Minor Arterial","1    Asphalt",32,4,2,10,6200,3,4.23,4.29,2852
"564",0.02,"AURARIA PKWY","N","3  Principal Arterial - Other","1    Asphalt",20,4,2,10,34000,0,0.75,0.77,2854
"565",0.08,"LAWRENCE ST","NE","4  Minor Arterial","1    Asphalt",40,4,2,12,1800,0,1.135,1.215,2855
"566",0.08,"W 29TH AVE","W","4  Minor Arterial","1    Asphalt",44,4,3,10,6300,1,0.545,0.625,2863
"567",0.123,"N BRIGHTON BLVD","NE","4  Minor Arterial","1    Asphalt",32,4,2,12,3100,3,0.513,0.636,2867
"568",0.06,"E 17TH AVE","E","4  Minor Arterial","1    Asphalt",26,4,2,10,8500,3,0.76,0.82,2870
"569",0.04,"S LOWELL BLVD","S","4  Minor Arterial","1    Asphalt",46,1,2,10,9400,3,0.06,0.1,2872
"570",0.04,"W 38TH AVE","W","4  Minor Arterial","1    Asphalt",68,2.5,4,12,22000,1,1.665,1.705,2876
"571",0.06,"N CORONA ST","N","4  Minor Arterial","1    Asphalt",32,2.5,2,10,4300,3,0.845,0.905,2882
"572",0.05,"W YALE AVE","W","4  Minor Arterial","1    Asphalt",36,1,2,10,9100,3,1.15,1.2,2885
"573",0.076,"E 20TH AVE","E","4  Minor Arterial","1    Asphalt",40,4,2,10,4900,3,0,0.076,2893
"574",0.06,"E 11TH AVE","E","4  Minor Arterial","1    Asphalt",32,4,2,10,12000,3,0.67,0.73,2896
"575",0.11,"W MISSISSIPPI AVE","W","4  Minor Arterial","1    Asphalt",48,1,4,10,13000,3,1.01,1.12,2901
"576",0.03,"E 6TH AVENUE PKWY","E","4  Minor Arterial","1    Asphalt",140,4,4,10,17000,1,1.99,2.02,2908
"577",0.03,"W EVANS AVE","W","3  Principal Arterial - Other","1    Asphalt",60,2.5,4,12,30000,0,0.9,0.93,2909
"578",0.06,"W 44TH AVE","W","4  Minor Arterial","1    Asphalt",34,4,2,10,6900,3,1.7,1.76,2917
"579",0.06,"E 13TH AVE","E","4  Minor Arterial","1    Asphalt",32,4,2,10,6900,3,3.6,3.66,2920
"580",0.09,"N CLARKSON ST","N","4  Minor Arterial","1    Asphalt",38,1,3,10,5400,3,1.755,1.845,2923
"581",0.03,"E 6TH AVE","E","3  Principal Arterial - Other","1    Asphalt",44,4,3,10,22000,3,2.63,2.66,2925
"582",0.04,"E 13TH AVE","E","4  Minor Arterial","1    Asphalt",32,4,2,10,6900,3,3.44,3.48,2927
"583",0.12,"N LOGAN ST","N","4  Minor Arterial","1    Asphalt",32,1,2,10,6000,3,0.74,0.86,2929
"584",0.09,"LAWRENCE ST","NE","4  Minor Arterial","1    Asphalt",56,4,4,12,5400,1,0.045,0.135,2936
"585",0.06,"W 38TH AVE","W","4  Minor Arterial","1    Asphalt",68,2.5,4,12,22000,1,2.445,2.505,2939
"586",0.05,"W JEWELL AVE","W","4  Minor Arterial","1    Asphalt",48,4,2,12,12000,0,2.09,2.14,2940
"587",0.06,"E YALE AVE","E","4  Minor Arterial","1    Asphalt",44,4,2,11,15000,3,0.29,0.35,2941
"588",0.02,"E 6TH AVENUE PKWY","E","4  Minor Arterial","1    Asphalt",140,4,4,10,17000,1,1.94,1.96,2942
"589",0.06,"E 8TH AVE","E","3  Principal Arterial - Other","1    Asphalt",36,4,3,10,18000,0,1.84,1.9,2944
"590",0.01,"N BROADWAY","N","3  Principal Arterial - Other","1    Asphalt",72,2.5,5,10,26000,1,1.49,1.5,2963
"591",0.09,"S EMERSON ST","S","4  Minor Arterial","1    Asphalt",32,4,1,12,1900,2,0.92,1.01,2969
"592",0.04,"W 44TH AVE","W","4  Minor Arterial","1    Asphalt",40,4,2,10,6900,3,1.09,1.13,2970
"593",0.06,"E 17TH AVE","E","4  Minor Arterial","1    Asphalt",26,4,2,10,8500,3,0.52,0.58,2982
"594",0.06,"E 14TH AVE","E","4  Minor Arterial","1    Asphalt",36,4,3,10,8400,1,3.51,3.57,2983
"595",0.07,"S QUEBEC ST","S","4  Minor Arterial","1    Asphalt",30,4,2,12,21000,3,0.24,0.31,2987
"596",0.15,"E 1ST AVE","E","4  Minor Arterial","1    Asphalt",32,4,2,11,6700,3,0.305,0.455,2988
"597",0.06,"W 26TH AVE","W","4  Minor Arterial","1    Asphalt",32,1,2,10,7100,3,1.39,1.45,3001
"598",0.04,"W 6TH AVE","W","3  Principal Arterial - Other","1    Asphalt",60,4,5,10,30000,0,0.1,0.14,3002
"599",0.06,"E 8TH AVE","E","4  Minor Arterial","1    Asphalt",44,1,2,10,12000,1,1.145,1.205,3005
"600",0.18,"N MONACO ST","N","4  Minor Arterial","1    Asphalt",44,4,4,10,10000,3,3.815,3.995,3010
"601",0.06,"W EVANS AVE","W","3  Principal Arterial - Other","1    Asphalt",60,2.5,4,12,30000,0,0.93,0.99,3020
"602",0.01,"MARKET ST","NE","4  Minor Arterial","1    Asphalt",48,4,3,12,5500,0,0.19,0.2,3026
"603",0.09,"STOUT ST","NE","4  Minor Arterial","1    Asphalt",48,1,3,10,9100,1,0.33,0.42,3029
"604",0.08,"N YORK ST","N","4  Minor Arterial","1    Asphalt",36,4,2,10,15000,3,0.52,0.6,3030
"605",0.06,"W 32ND AVE","W","4  Minor Arterial","1    Asphalt",34,2.5,2,10,6700,3,0.54,0.6,3035
"606",0.02,"S DOWNING ST","S","4  Minor Arterial","1    Asphalt",20,4,2,10,20000,3,1.7,1.72,3038
"607",0.05,"N JOSEPHINE ST","N","4  Minor Arterial","1    Asphalt",36,4,3,10,17000,3,0.42,0.47,3040
"608",0.04,"N BROADWAY","N","3  Principal Arterial - Other","1    Asphalt",66,2.5,4,10,17000,1,0.54,0.58,3043
"609",0.06,"E 13TH AVE","E","4  Minor Arterial","1    Asphalt",32,4,2,10,10000,3,2.24,2.3,3062
"610",0.02,"20TH ST","NW","4  Minor Arterial","1    Asphalt",52,1,4,9,10000,2,0.24,0.26,3071
"611",0.11,"N SANTA FE DR","N","4  Minor Arterial","1    Asphalt",52,4,3,10,19000,3,0.95,1.06,3084
"612",0.03,"STOUT ST","NE","4  Minor Arterial","1    Asphalt",48,4,2,12,5700,0,1.83,1.86,3087
"613",0.06,"E 11TH AVE","E","4  Minor Arterial","1    Asphalt",32,4,2,10,12000,3,1.28,1.34,3090
"614",0.09,"CHAMPA ST","NE","4  Minor Arterial","1    Asphalt",36,4,1,12,7800,2,0.09,0.18,3093
"615",0.25,"W MISSISSIPPI AVE","W","4  Minor Arterial","1    Asphalt",48,1,4,10,13000,3,0.74,0.99,3095
"616",0.12,"N GRANT ST","N","4  Minor Arterial","1    Asphalt",52,1,3,10,10000,1,1.05,1.17,3097
"617",0.007,"N BRIGHTON BLVD","NE","4  Minor Arterial","1    Asphalt",32,4,2,12,9300,1,0.83,0.837,3098
"618",0.11,"N WASHINGTON ST","N","4  Minor Arterial","1    Asphalt",32,4,2,10,5400,3,0.945,1.055,3107
"619",0.17,"N HAVANA ST","N","4  Minor Arterial","1    Asphalt",72,1,4,10,9500,3,1.53,1.7,3109
"620",0.06,"E 8TH AVE","E","4  Minor Arterial","1    Asphalt",44,1,2,10,12000,1,1.565,1.625,3116
"621",0.14,"S YOSEMITE ST","S","4  Minor Arterial","1    Asphalt",24,4,2,12,15000,3,0.43,0.57,3117
"622",0.06,"E 6TH AVE","E","3  Principal Arterial - Other","1    Asphalt",44,4,3,10,23000,3,1.74,1.8,3124
"623",0.04,"15TH ST","NW","4  Minor Arterial","1    Asphalt",52,2.5,2,10,11000,3,0,0.04,3132
"624",0.05,"E FLORIDA AVE","E","4  Minor Arterial","1    Asphalt",44,4,2,10,11000,3,1.865,1.915,3136
"625",0.04,"W 44TH AVE","W","4  Minor Arterial","1    Asphalt",40,4,2,10,6900,3,0.81,0.85,3138
"626",0.11,"N YORK ST","N","4  Minor Arterial","1    Asphalt",36,4,2,10,15000,3,0.83,0.94,3140
"627",0.01,"E 6TH AVE","E","3  Principal Arterial - Other","1    Asphalt",44,4,4,10,22000,3,3.09,3.1,3155
"628",0.07,"S QUEBEC ST","S","4  Minor Arterial","1    Asphalt",30,4,2,12,31000,3,0,0.07,3161
"629",0.06,"20TH ST","NW","4  Minor Arterial","1    Asphalt",52,4,4,9,8200,1,0.14,0.2,3162
"630",0.06,"E 23RD AVE","E","4  Minor Arterial","1    Asphalt",48,4,3,10,11000,3,2.43,2.49,3170
"631",0.11,"N TOWER RD","N","4  Minor Arterial","1    Asphalt",24,2.5,2,10,17000,4,0.67,0.78,3171
"632",0.06,"E 8TH AVE","E","4  Minor Arterial","1    Asphalt",44,1,2,10,12000,1,1.445,1.505,3177
"633",0.1,"N LOGAN ST","N","4  Minor Arterial","1    Asphalt",32,1,2,10,6000,3,0.53,0.63,3178
"634",0.06,"E 17TH AVE","E","4  Minor Arterial","1    Asphalt",26,4,2,10,8500,3,1.12,1.18,3180
"635",0.13,"S LOGAN ST","S","4  Minor Arterial","1    Asphalt",40,4,2,10,9900,3,1.26,1.39,3182
"636",0.11,"N GRANT ST","N","4  Minor Arterial","1    Asphalt",52,1,3,10,10000,1,1.49,1.6,3186
"637",0.07,"N HAVANA ST","N","4  Minor Arterial","1    Asphalt",72,1,4,10,9500,3,1.87,1.94,3190
"638",0.08,"N YORK ST","N","4  Minor Arterial","1    Asphalt",44,4,4,10,14000,0,2.95,3.03,3191
"639",0.01,"20TH ST","NW","3  Principal Arterial - Other","1    Asphalt",52,1,5,10,26000,1,0.84,0.85,3194
"640",0.07,"E 23RD AVE","E","4  Minor Arterial","1    Asphalt",34,4,2,10,13000,3,0.64,0.71,3201
"641",0.058,"E YALE AVE","E","4  Minor Arterial","1    Asphalt",36,4,2,10,4800,3,0.19,0.248,3208
"642",0.04,"W EVANS AVE","W","3  Principal Arterial - Other","1    Asphalt",52,2.5,4,12,32000,1,0.06,0.1,3214
"643",0.06,"E 14TH AVE","E","4  Minor Arterial","1    Asphalt",32,4,2,10,6200,3,4.77,4.83,3216
"644",0.08,"E YALE AVE","E","4  Minor Arterial","1    Asphalt",44,4,2,11,15000,3,0.47,0.55,3224
"645",0.11,"N OGDEN ST","N","4  Minor Arterial","1    Asphalt",40,4,2,10,4000,3,0.11,0.22,3225
"646",0.02,"W 8TH AVE","W","3  Principal Arterial - Other","1    Asphalt",52,4,4,10,30000,1,3,3.02,3227
"647",0.1,"E ALAMEDA AVE","E","3  Principal Arterial - Other","1    Asphalt",30,4,2,10,33000,0,3.6,3.7,3238
"648",0.06,"E ALAMEDA AVE","E","4  Minor Arterial","1    Asphalt",40,4,3,10,23000,0,0.92,0.98,3244
"649",0.18,"E QUINCY AVE","E","4  Minor Arterial","1    Asphalt",20,4,2,10,13000,3,0.14,0.32,3248
"650",0.08,"N QUEBEC ST","N","4  Minor Arterial","1    Asphalt",40,4,2,10,25000,3,0.66,0.74,3250
"651",0.07,"E QUINCY AVE","E","4  Minor Arterial","1    Asphalt",28,4,2,10,13000,3,0.57,0.64,3256
"652",0.16,"N QUEBEC ST","N","4  Minor Arterial","1    Asphalt",36,4,2,10,26000,3,0.42,0.58,3262
"653",0.31,"E CHERRY CREEK SOUTH DR","SE","4  Minor Arterial","1    Asphalt",28,4,2,10,14000,3,0.32,0.63,3264
"654",0.05,"E QUINCY AVE","E","4  Minor Arterial","1    Asphalt",60,4,2,10,13000,3,0.32,0.37,3265
